data,mp10_cupe,mp10_ipojuca,ambos_validos,diferenca_ipojuca_menos_cupe
2021-10-16,14.825,17.81125,TRUE,2.98625
2021-10-17,10.74125,12.7027272727273,TRUE,1.9614772727273
2021-10-18,16.9779166666667,23.4882608695652,TRUE,6.5103442028985
2021-10-19,14.6591666666667,20.5375,TRUE,5.8783333333333
2021-10-20,14.2216666666667,19.1441666666667,TRUE,4.9225
2021-10-21,10.9070833333333,18.75375,TRUE,7.8466666666667
2021-10-22,11.3333333333333,15.7866666666667,TRUE,4.4533333333334
2021-10-23,10.9441666666667,13.6321739130435,TRUE,2.6880072463768
2021-10-24,9.93208333333333,17.0345833333333,TRUE,7.10249999999997
2021-10-25,13.22375,26.24625,TRUE,13.0225
2021-10-26,13.8058333333333,28.0345833333333,TRUE,14.22875
2021-10-27,9.74478260869565,20.0983333333333,TRUE,10.3535507246377
2021-10-28,14.4770833333333,15.62,TRUE,1.1429166666667
2021-10-29,9.46954545454545,14.8779166666667,TRUE,5.40837121212125
2021-10-30,12.365,15.0791666666667,TRUE,2.7141666666667
2021-10-31,13.0613636363636,16.3320833333333,TRUE,3.2707196969697
2021-11-01,9.20541666666667,15.1304166666667,TRUE,5.92500000000003
2021-11-02,18.8133333333333,16.2865217391304,TRUE,-2.5268115942029
2021-11-03,13.1279166666667,20.8504166666667,TRUE,7.7225
2021-11-04,12.0091666666667,19.38375,TRUE,7.3745833333333
2021-11-05,13.4620833333333,14.3270833333333,TRUE,0.865
2021-11-06,12.5554166666667,16.4329166666667,TRUE,3.8775
2021-11-07,11.0354166666667,15.6816666666667,TRUE,4.64625
2021-11-08,10.0554545454545,24.7483333333333,TRUE,14.6928787878788
2021-11-09,19.8209523809524,30.31125,TRUE,10.4902976190476
2021-11-10,18.5375,18.7236363636364,TRUE,0.186136363636397
2021-11-11,8.47190476190476,20.2325,TRUE,11.7605952380952
2021-11-12,11.4333333333333,14.50625,TRUE,3.0729166666667
2021-11-13,10.7765217391304,14.4795833333333,TRUE,3.7030615942029
2021-11-14,10.6554166666667,18.6495454545455,TRUE,7.9941287878788
2021-11-15,10.2308333333333,17.0883333333333,TRUE,6.8575
2021-11-16,19.8775,20.3908333333333,TRUE,0.5133333333333
2021-11-17,14.9341666666667,14.4790476190476,TRUE,-0.4551190476191
2021-11-18,8.87083333333333,17.1429166666667,TRUE,8.27208333333337
2021-11-19,12.5765217391304,15.3804166666667,TRUE,2.8038949275363
2021-11-20,9.65695652173913,14.0308333333333,TRUE,4.37387681159417
2021-11-21,18.8469565217391,16.0695833333333,TRUE,-2.7773731884058
2021-11-22,11.6921052631579,21.4595833333333,TRUE,9.7674780701754
2021-11-23,14.0558333333333,20.5304166666667,TRUE,6.4745833333334
2021-11-24,16.0254166666667,28.9841666666667,TRUE,12.95875
2021-11-25,15.1804761904762,20.9360869565217,TRUE,5.7556107660455
2021-11-26,22.9460869565217,28.8226086956522,TRUE,5.8765217391305
2021-11-27,12.87875,19.5529166666667,TRUE,6.6741666666667
2021-11-28,12.11375,17.5290909090909,TRUE,5.4153409090909
2021-11-29,11.0891304347826,22.5752173913043,TRUE,11.4860869565217
2021-11-30,14.764347826087,22.5333333333333,TRUE,7.7689855072463
2021-12-01,12.5617391304348,21.3320833333333,TRUE,8.7703442028985
2021-12-02,10.605652173913,26.0195833333333,TRUE,15.4139311594203
2021-12-03,17.8469565217391,21.1408333333333,TRUE,3.2938768115942
2021-12-04,10.90625,22.1508695652174,TRUE,11.2446195652174
2021-12-05,15.3404545454545,13.7604545454545,TRUE,-1.58
2021-12-06,13.6108695652174,17.3730434782609,TRUE,3.7621739130435
2021-12-07,14.2395833333333,30.4578260869565,TRUE,16.2182427536232
2021-12-08,22.6142857142857,29.7117391304348,TRUE,7.0974534161491
2021-12-09,19.1204761904762,28.2552173913043,TRUE,9.1347412008281
2021-12-10,9.12260869565217,33.6460869565217,TRUE,24.5234782608695
2021-12-11,13.0960869565217,20.3639130434783,TRUE,7.2678260869566
2021-12-12,13.7431818181818,26.5829166666667,TRUE,12.8397348484849
2021-12-13,18.8610526315789,11.0547826086957,TRUE,-7.8062700228832
2021-12-14,17.2258333333333,22.67,TRUE,5.4441666666667
2021-12-15,18.2633333333333,26.5579166666667,TRUE,8.2945833333334
2021-12-16,16.0278260869565,21.2491666666667,TRUE,5.2213405797102
2021-12-17,10.3554545454545,17.9439130434783,TRUE,7.5884584980238
2021-12-18,15.216,22.7336363636364,TRUE,7.5176363636364
2021-12-19,15.4118181818182,19.6225,TRUE,4.2106818181818
2021-12-20,19.73625,32.0783333333333,TRUE,12.3420833333333
2021-12-21,20.8066666666667,17.745,TRUE,-3.0616666666667
2021-12-22,28.0804545454545,35.6547619047619,TRUE,7.5743073593074
2021-12-23,24.207619047619,19.4661904761905,TRUE,-4.7414285714285
2021-12-24,15.3717391304348,25.5818181818182,TRUE,10.2100790513834
2021-12-25,13.3725,33.2254545454545,TRUE,19.8529545454545
2021-12-26,13.8381818181818,13.8583333333333,TRUE,0.0201515151515004
2021-12-27,15.13,21.0241666666667,TRUE,5.8941666666667
2021-12-28,15.1416666666667,18.8708695652174,TRUE,3.7292028985507
2021-12-29,23.81625,18.7413043478261,TRUE,-5.0749456521739
2021-12-30,18.49625,23.8179166666667,TRUE,5.3216666666667
2021-12-31,20.8682608695652,24.5304347826087,TRUE,3.6621739130435
