fonte_dados,cod_estacao,datahora_local,nome_estacao,n_registros,n_valores_distintos,valores_mm,arquivos
CEMADEN,260790119H,2025-10-30T04:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T05:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T06:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T07:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T08:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T09:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T10:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T11:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T12:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T13:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T14:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T15:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T16:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T17:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T18:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T19:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T20:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T21:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T22:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-30T23:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T00:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T01:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T02:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T03:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T04:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T05:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T06:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T07:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T08:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T09:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T10:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T11:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T12:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T13:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T14:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T15:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T16:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T17:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T18:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T19:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T20:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T21:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T22:00:00Z,Engenho Velho,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T22:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260790119H,2025-10-31T23:10:00Z,Engenho Velho,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2017-10-15T01:20:00Z,jaqueira01,2,1,0,data(15).csv
CEMADEN,260795001A,2025-10-01T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T19:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T20:00:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-01T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T12:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T12:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T13:00:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T13:40:00Z,jaqueira01,2,1,1.18,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T14:00:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T14:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T15:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T16:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T16:30:00Z,jaqueira01,2,1,1.37,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T16:40:00Z,jaqueira01,2,1,0.59,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-02T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T12:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T13:10:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T13:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T14:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T15:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T16:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-03T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T12:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T17:40:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T18:00:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T20:30:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-04T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T06:20:00Z,jaqueira01,2,1,0.39,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T06:30:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T06:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T08:00:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T08:10:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T10:10:00Z,jaqueira01,2,1,0.39,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T13:10:00Z,jaqueira01,2,1,1.39,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T13:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T16:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T17:00:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T18:30:00Z,jaqueira01,2,1,0.59,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T18:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-05T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T01:10:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T05:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T11:00:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T11:20:00Z,jaqueira01,2,1,0.39,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T11:30:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T13:10:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T13:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T14:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T15:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T17:00:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-06T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T11:00:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T12:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T13:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T14:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T15:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T16:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-07T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T10:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T11:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T12:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T13:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T14:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T15:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T16:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T17:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T18:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T19:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T20:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T21:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T22:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-08T23:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T00:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T01:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T02:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T03:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T04:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T05:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T06:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T06:30:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T06:50:00Z,jaqueira01,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T07:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T08:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
CEMADEN,260795001A,2025-10-09T09:20:00Z,jaqueira01,2,1,0,data(111).csv | data(112).csv
