"no_fonte_dados","dh_medicao","nu_iqar","nu_concentracao","st_situacao","cd_flag","ds_flag","st_situacao_iqar","no_item_monitorado","cd_normalizado","id_estacao","cod_estacao","no_estacao","nu_latitude","nu_longitude","st_estacao","id_municipio","no_municipio","sg_uf","ano","data","hora","dh_arredondado","data_fechada","hora_fechada"
NA,"2021-08-18 06:00:00",NA,8.99,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"06:00:00",2021-08-18 06:00:00,2021-08-18,"06:00:00"
NA,"2021-08-18 07:00:00",NA,13.84,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"07:00:00",2021-08-18 07:00:00,2021-08-18,"07:00:00"
NA,"2021-08-18 08:00:00",NA,4.58,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"08:00:00",2021-08-18 08:00:00,2021-08-18,"08:00:00"
NA,"2021-08-18 09:00:00",NA,10.89,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"09:00:00",2021-08-18 09:00:00,2021-08-18,"09:00:00"
NA,"2021-08-18 10:00:00",NA,23.71,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"10:00:00",2021-08-18 10:00:00,2021-08-18,"10:00:00"
NA,"2021-08-18 11:00:00",NA,27.99,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"11:00:00",2021-08-18 11:00:00,2021-08-18,"11:00:00"
NA,"2021-08-18 12:00:00",NA,8.56,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"12:00:00",2021-08-18 12:00:00,2021-08-18,"12:00:00"
NA,"2021-08-18 15:00:00",NA,10.91,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"15:00:00",2021-08-18 15:00:00,2021-08-18,"15:00:00"
NA,"2021-08-18 16:00:00",NA,11.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"16:00:00",2021-08-18 16:00:00,2021-08-18,"16:00:00"
NA,"2021-08-18 17:00:00",NA,10.52,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"17:00:00",2021-08-18 17:00:00,2021-08-18,"17:00:00"
NA,"2021-08-18 18:00:00",NA,8.86,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"18:00:00",2021-08-18 18:00:00,2021-08-18,"18:00:00"
NA,"2021-08-18 19:00:00",NA,13.79,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"19:00:00",2021-08-18 19:00:00,2021-08-18,"19:00:00"
NA,"2021-08-18 20:00:00",NA,14.54,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"20:00:00",2021-08-18 20:00:00,2021-08-18,"20:00:00"
NA,"2021-08-18 21:00:00",NA,7.38,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"21:00:00",2021-08-18 21:00:00,2021-08-18,"21:00:00"
NA,"2021-08-18 22:00:00",NA,6.19,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"22:00:00",2021-08-18 22:00:00,2021-08-18,"22:00:00"
NA,"2021-08-18 23:00:00",NA,9.62,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-18,"23:00:00",2021-08-18 23:00:00,2021-08-18,"23:00:00"
NA,"2021-08-19 00:00:00",NA,10.24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"00:00:00",2021-08-19,2021-08-19,"00:00:00"
NA,"2021-08-19 01:00:00",NA,5.96,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"01:00:00",2021-08-19 01:00:00,2021-08-19,"01:00:00"
NA,"2021-08-19 02:00:00",NA,7.33,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"02:00:00",2021-08-19 02:00:00,2021-08-19,"02:00:00"
NA,"2021-08-19 03:00:00",NA,6.97,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"03:00:00",2021-08-19 03:00:00,2021-08-19,"03:00:00"
NA,"2021-08-19 04:00:00",NA,6.27,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"04:00:00",2021-08-19 04:00:00,2021-08-19,"04:00:00"
NA,"2021-08-19 05:00:00",NA,10.57,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"05:00:00",2021-08-19 05:00:00,2021-08-19,"05:00:00"
NA,"2021-08-19 06:00:00",NA,12.15,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"06:00:00",2021-08-19 06:00:00,2021-08-19,"06:00:00"
NA,"2021-08-19 07:00:00",NA,9.94,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"07:00:00",2021-08-19 07:00:00,2021-08-19,"07:00:00"
NA,"2021-08-19 08:00:00",NA,2.84,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"08:00:00",2021-08-19 08:00:00,2021-08-19,"08:00:00"
NA,"2021-08-19 09:00:00",NA,0.98,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"09:00:00",2021-08-19 09:00:00,2021-08-19,"09:00:00"
NA,"2021-08-19 10:00:00",NA,9.54,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"10:00:00",2021-08-19 10:00:00,2021-08-19,"10:00:00"
NA,"2021-08-19 11:00:00",NA,12.55,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"11:00:00",2021-08-19 11:00:00,2021-08-19,"11:00:00"
NA,"2021-08-19 12:00:00",NA,15.13,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"12:00:00",2021-08-19 12:00:00,2021-08-19,"12:00:00"
NA,"2021-08-19 13:00:00",NA,10.92,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"13:00:00",2021-08-19 13:00:00,2021-08-19,"13:00:00"
NA,"2021-08-19 14:00:00",NA,12.84,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"14:00:00",2021-08-19 14:00:00,2021-08-19,"14:00:00"
NA,"2021-08-19 15:00:00",NA,18.89,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"15:00:00",2021-08-19 15:00:00,2021-08-19,"15:00:00"
NA,"2021-08-19 16:00:00",NA,20.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"16:00:00",2021-08-19 16:00:00,2021-08-19,"16:00:00"
NA,"2021-08-19 17:00:00",NA,13.89,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"17:00:00",2021-08-19 17:00:00,2021-08-19,"17:00:00"
NA,"2021-08-19 18:00:00",NA,20.15,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"18:00:00",2021-08-19 18:00:00,2021-08-19,"18:00:00"
NA,"2021-08-19 19:00:00",NA,26.46,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"19:00:00",2021-08-19 19:00:00,2021-08-19,"19:00:00"
NA,"2021-08-19 20:00:00",NA,16.45,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"20:00:00",2021-08-19 20:00:00,2021-08-19,"20:00:00"
NA,"2021-08-19 21:00:00",NA,13.16,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"21:00:00",2021-08-19 21:00:00,2021-08-19,"21:00:00"
NA,"2021-08-19 22:00:00",NA,17.95,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"22:00:00",2021-08-19 22:00:00,2021-08-19,"22:00:00"
NA,"2021-08-19 23:00:00",NA,19.1,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-19,"23:00:00",2021-08-19 23:00:00,2021-08-19,"23:00:00"
NA,"2021-08-20 00:00:00",NA,16.94,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"00:00:00",2021-08-20,2021-08-20,"00:00:00"
NA,"2021-08-20 01:00:00",NA,16.21,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"01:00:00",2021-08-20 01:00:00,2021-08-20,"01:00:00"
NA,"2021-08-20 02:00:00",NA,7.28,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"02:00:00",2021-08-20 02:00:00,2021-08-20,"02:00:00"
NA,"2021-08-20 03:00:00",NA,4.09,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"03:00:00",2021-08-20 03:00:00,2021-08-20,"03:00:00"
NA,"2021-08-20 04:00:00",NA,5.21,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"04:00:00",2021-08-20 04:00:00,2021-08-20,"04:00:00"
NA,"2021-08-20 05:00:00",NA,9.3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"05:00:00",2021-08-20 05:00:00,2021-08-20,"05:00:00"
NA,"2021-08-20 06:00:00",NA,7.51,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"06:00:00",2021-08-20 06:00:00,2021-08-20,"06:00:00"
NA,"2021-08-20 07:00:00",NA,3.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"07:00:00",2021-08-20 07:00:00,2021-08-20,"07:00:00"
NA,"2021-08-20 08:00:00",NA,5.77,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"08:00:00",2021-08-20 08:00:00,2021-08-20,"08:00:00"
NA,"2021-08-20 09:00:00",NA,7.86,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"09:00:00",2021-08-20 09:00:00,2021-08-20,"09:00:00"
NA,"2021-08-20 10:00:00",NA,11.4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"10:00:00",2021-08-20 10:00:00,2021-08-20,"10:00:00"
NA,"2021-08-20 11:00:00",NA,7.09,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"11:00:00",2021-08-20 11:00:00,2021-08-20,"11:00:00"
NA,"2021-08-20 12:00:00",NA,11.45,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"12:00:00",2021-08-20 12:00:00,2021-08-20,"12:00:00"
NA,"2021-08-20 13:00:00",NA,19.22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"13:00:00",2021-08-20 13:00:00,2021-08-20,"13:00:00"
NA,"2021-08-20 14:00:00",NA,26.25,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"14:00:00",2021-08-20 14:00:00,2021-08-20,"14:00:00"
NA,"2021-08-20 15:00:00",NA,21.51,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"15:00:00",2021-08-20 15:00:00,2021-08-20,"15:00:00"
NA,"2021-08-20 16:00:00",NA,19.52,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"16:00:00",2021-08-20 16:00:00,2021-08-20,"16:00:00"
NA,"2021-08-20 17:00:00",NA,22.02,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"17:00:00",2021-08-20 17:00:00,2021-08-20,"17:00:00"
NA,"2021-08-20 18:00:00",NA,19.51,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"18:00:00",2021-08-20 18:00:00,2021-08-20,"18:00:00"
NA,"2021-08-20 19:00:00",NA,35.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"19:00:00",2021-08-20 19:00:00,2021-08-20,"19:00:00"
NA,"2021-08-20 20:00:00",NA,23.8,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"20:00:00",2021-08-20 20:00:00,2021-08-20,"20:00:00"
NA,"2021-08-20 21:00:00",NA,13.21,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"21:00:00",2021-08-20 21:00:00,2021-08-20,"21:00:00"
NA,"2021-08-20 22:00:00",NA,12.24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"22:00:00",2021-08-20 22:00:00,2021-08-20,"22:00:00"
NA,"2021-08-20 23:00:00",NA,13.58,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-20,"23:00:00",2021-08-20 23:00:00,2021-08-20,"23:00:00"
NA,"2021-08-21 00:00:00",NA,13.99,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"00:00:00",2021-08-21,2021-08-21,"00:00:00"
NA,"2021-08-21 01:00:00",NA,9.89,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"01:00:00",2021-08-21 01:00:00,2021-08-21,"01:00:00"
NA,"2021-08-21 02:00:00",NA,16.08,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"02:00:00",2021-08-21 02:00:00,2021-08-21,"02:00:00"
NA,"2021-08-21 03:00:00",NA,11.22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"03:00:00",2021-08-21 03:00:00,2021-08-21,"03:00:00"
NA,"2021-08-21 04:00:00",NA,11.86,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"04:00:00",2021-08-21 04:00:00,2021-08-21,"04:00:00"
NA,"2021-08-21 05:00:00",NA,13.29,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"05:00:00",2021-08-21 05:00:00,2021-08-21,"05:00:00"
NA,"2021-08-21 06:00:00",NA,13.38,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"06:00:00",2021-08-21 06:00:00,2021-08-21,"06:00:00"
NA,"2021-08-21 07:00:00",NA,7.29,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"07:00:00",2021-08-21 07:00:00,2021-08-21,"07:00:00"
NA,"2021-08-21 08:00:00",NA,4.35,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"08:00:00",2021-08-21 08:00:00,2021-08-21,"08:00:00"
NA,"2021-08-21 09:00:00",NA,4.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"09:00:00",2021-08-21 09:00:00,2021-08-21,"09:00:00"
NA,"2021-08-21 10:00:00",NA,9.02,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"10:00:00",2021-08-21 10:00:00,2021-08-21,"10:00:00"
NA,"2021-08-21 11:00:00",NA,10.99,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"11:00:00",2021-08-21 11:00:00,2021-08-21,"11:00:00"
NA,"2021-08-21 12:00:00",NA,13.18,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"12:00:00",2021-08-21 12:00:00,2021-08-21,"12:00:00"
NA,"2021-08-21 13:00:00",NA,13.54,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"13:00:00",2021-08-21 13:00:00,2021-08-21,"13:00:00"
NA,"2021-08-21 14:00:00",NA,9.56,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"14:00:00",2021-08-21 14:00:00,2021-08-21,"14:00:00"
NA,"2021-08-21 15:00:00",NA,14.95,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"15:00:00",2021-08-21 15:00:00,2021-08-21,"15:00:00"
NA,"2021-08-21 16:00:00",NA,26.09,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"16:00:00",2021-08-21 16:00:00,2021-08-21,"16:00:00"
NA,"2021-08-21 17:00:00",NA,29.35,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"17:00:00",2021-08-21 17:00:00,2021-08-21,"17:00:00"
NA,"2021-08-21 18:00:00",NA,12.96,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"18:00:00",2021-08-21 18:00:00,2021-08-21,"18:00:00"
NA,"2021-08-21 19:00:00",NA,11.87,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"19:00:00",2021-08-21 19:00:00,2021-08-21,"19:00:00"
NA,"2021-08-21 20:00:00",NA,13.61,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"20:00:00",2021-08-21 20:00:00,2021-08-21,"20:00:00"
NA,"2021-08-21 21:00:00",NA,11.03,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"21:00:00",2021-08-21 21:00:00,2021-08-21,"21:00:00"
NA,"2021-08-21 22:00:00",NA,15.09,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"22:00:00",2021-08-21 22:00:00,2021-08-21,"22:00:00"
NA,"2021-08-21 23:00:00",NA,28.06,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-21,"23:00:00",2021-08-21 23:00:00,2021-08-21,"23:00:00"
NA,"2021-08-22 00:00:00",NA,14.23,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"00:00:00",2021-08-22,2021-08-22,"00:00:00"
NA,"2021-08-22 01:00:00",NA,5.07,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"01:00:00",2021-08-22 01:00:00,2021-08-22,"01:00:00"
NA,"2021-08-22 02:00:00",NA,4.18,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"02:00:00",2021-08-22 02:00:00,2021-08-22,"02:00:00"
NA,"2021-08-22 04:00:00",NA,5.69,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"04:00:00",2021-08-22 04:00:00,2021-08-22,"04:00:00"
NA,"2021-08-22 05:00:00",NA,7.22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"05:00:00",2021-08-22 05:00:00,2021-08-22,"05:00:00"
NA,"2021-08-22 06:00:00",NA,10.41,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"06:00:00",2021-08-22 06:00:00,2021-08-22,"06:00:00"
NA,"2021-08-22 07:00:00",NA,4.31,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"07:00:00",2021-08-22 07:00:00,2021-08-22,"07:00:00"
NA,"2021-08-22 08:00:00",NA,1.63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"08:00:00",2021-08-22 08:00:00,2021-08-22,"08:00:00"
NA,"2021-08-22 09:00:00",NA,7.68,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"09:00:00",2021-08-22 09:00:00,2021-08-22,"09:00:00"
NA,"2021-08-22 10:00:00",NA,27.22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"10:00:00",2021-08-22 10:00:00,2021-08-22,"10:00:00"
NA,"2021-08-22 11:00:00",NA,23.93,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"12","IPOJUCA",NA,NA,NA,NA,NA,"PE",2021,2021-08-22,"11:00:00",2021-08-22 11:00:00,2021-08-22,"11:00:00"
