fonte_dados,cod_estacao,ano,n,minimo,p50,p95,p99,p999,maximo
CEMADEN,260290202A,2024,8227,0,0,0.98,3.15,8.28925999999972,10.1
CEMADEN,260290202A,2025,11567,0,0,1.37,3.74,8.02377999999988,15.15
CEMADEN,260290203A,2017,12607,0,0,0.98,3.13920000000009,7.4615400000001,13.65
CEMADEN,260290203A,2018,4801,0,0,1.38,5.51,13.262,15.14
CEMADEN,260290203A,2019,5762,0,0,1.18,3.15,6.49239,15.32
CEMADEN,260290203A,2020,10222,0,0,0.79,2.76,7.28563000000044,11.79
CEMADEN,260290203A,2021,10811,0,0,1.18,3.35,7.9860000000002,17.89
CEMADEN,260290203A,2022,9202,0,0,1.37,3.94,8.47980000000018,13.21
CEMADEN,260290203A,2023,3281,0,0,1.38,5.51,12.0151999999997,23.26
CEMADEN,260290203A,2024,7115,0,0,0.79,2.36,7.18828000000041,13.64
CEMADEN,260290203A,2025,11146,0,0,1.18,3.74,7.87389999999992,10.62
CEMADEN,260290204A,2017,11951,0,0,0.98,3.15,6.91949999999986,10.17
CEMADEN,260290204A,2018,10044,0,0,0.79,3.15,7.18613000000003,13.42
CEMADEN,260290204A,2019,9282,0,0,0.98,2.95,7.45098999999982,17.69
CEMADEN,260290204A,2020,2016,0,0,0,0.951499999999983,2.35699999999998,3.35
CEMADEN,260290204A,2021,10490,0,0,1.18,3.74,10.1788000000003,16.89
CEMADEN,260290204A,2022,11011,0,0,1.38,4.72,17.6115999999998,37.55
CEMADEN,260290204A,2023,10272,0,0,0.79,3.55,7.71,11.06
CEMADEN,260290204A,2024,7743,0,0,1.04699999999999,3.55,9.61159999999996,13.01
CEMADEN,260290204A,2025,5222,0,0,1.57,4.33,8.68579999999991,10.18
CEMADEN,260290205A,2017,12883,0,0,0.98,3.02700000000004,7.32360000000008,11.99
CEMADEN,260290205A,2018,4426,0,0,1.57,4.53,8.78974999999994,12.4
CEMADEN,260290205A,2019,5672,0,0,1.18,2.95,5.57579999999994,11.2
CEMADEN,260290205A,2020,10119,0,0,0.79,2.95,6.66639999999992,12.21
CEMADEN,260290205A,2021,10742,0,0,1.18,3.54,7.4259,16.2
CEMADEN,260290205A,2022,10464,0,0,1.37,3.94,8.96537,10.78
CEMADEN,260290205A,2023,2606,0,0,1.38,5.1295,11.916,21.03
CEMADEN,260290205A,2024,3528,0,0,0.39,1.97,5.57148999999999,43.64
CEMADEN,260290205A,2025,756,0,0,0.2,2.73550000000002,5.33465000000003,9.54
CEMADEN,260290206A,2019,407,0,0,0.2,0.6276,6.57209999999994,10.49
CEMADEN,260290206A,2020,4,0,0.1,0.2,0.2,0.2,0.2
CEMADEN,260300901A,2017,9299,0,0,0,0.39,4.13,9.98
CEMADEN,260300901A,2018,8998,0,0,0,1.18,6.74108000000022,16
CEMADEN,260300901A,2019,7800,0,0,0.2,0.79,6.05879000000002,15.77
CEMADEN,260300901A,2020,200,0,0,0.2,2.3639,7.91644999999992,9.2
CEMADEN,260300901A,2021,7242,0,0,0,0.98,4.28421,12.43
CEMADEN,260300901A,2022,9186,0,0,0.2,2.36,9.96630000000001,18.93
CEMADEN,260300901A,2023,6641,0,0,0.2,1.37,6.46039999999987,12.79
CEMADEN,260300901A,2024,7791,0,0,0.2,1.37,6.7021,11.59
CEMADEN,260300901A,2025,8725,0,0,0.2,1.3776,7.77623999999996,13.21
CEMADEN,260300901C,2018,7419,0,0,0,0.8,4.2,10.2
CEMADEN,260300901C,2019,5651,0,0,0,0,0,0
CEMADEN,260300901C,2020,1910,0,0,0,0,0,0
CEMADEN,260300902A,2018,5899,0,0,0.2,1.78359999999992,5.71,13.41
CEMADEN,260300902A,2020,298,0,0,0.2,1.78769999999998,2.85792999999999,2.95
CEMADEN,260300902A,2021,1202,0,0,0.39,1.9692,6.49799,13.85
CEMADEN,260300902A,2024,8017,0,0,0.2,1.57,7.49120000000021,13.64
CEMADEN,260300902A,2025,6888,0,0,0.2,1.18,6.01300000000028,10.99
CEMADEN,260310801A,2017,11528,0,0,0.2,0.98,2.95,7.51
CEMADEN,260310801A,2018,9361,0,0,0.2,0.98,6.82439999999988,13.86
CEMADEN,260310801A,2019,8488,0,0,0.2,0.79,2.95,6.7
CEMADEN,260310801A,2020,5240,0,0,0.2,0.59,2.51220000000008,4.33
CEMADEN,260310801A,2021,7357,0,0,0.39,1.57,4.72,14.06
CEMADEN,260310801A,2022,8011,0,0,0.59,1.77,6.1198,18.52
CEMADEN,260310801A,2023,9763,0,0,0.39,1.18,6.19519999999975,16.64
CEMADEN,260310801A,2024,9587,0,0,0.39,1.37,5.99936000000016,16.67
CEMADEN,260310801A,2025,9086,0,0,0.39,0.98,5.27685000000034,8.94
CEMADEN,260310802A,2017,792,0,0,0.2,0.807100000000006,1.69539999999997,2.17
CEMADEN,260310802A,2018,9400,0,0,0.2,0.98,6.24813000000007,15.79
CEMADEN,260310802A,2019,8991,0,0,0.39,0.79,2.95,10.98
CEMADEN,260310802A,2020,5347,0,0,0.42,2.17,7.48657999999988,9.37
CEMADEN,260310802A,2021,1607,0,0,0.39,1.18,3.88978000000001,5.12
CEMADEN,260320701A,2017,629,0,0,0.2,0.42,1.05439999999999,1.18
CEMADEN,260320701A,2018,9488,0,0,0.2,0.79,7.49052000000003,16.86
CEMADEN,260320701A,2019,9267,0,0,0.39,0.98,6.69,13.51
CEMADEN,260320701A,2020,6281,0,0,0.2,0.98,4.54440000000001,17.07
CEMADEN,260320701A,2021,9276,0,0,0.39,1.37,7.39725,18.72
CEMADEN,260320701A,2022,10328,0,0,0.59,1.57,4.92,19.34
CEMADEN,260320701A,2023,6275,0,0,0.39,1.37,11.3862399999992,19.55
CEMADEN,260320701A,2024,6359,0,0,0.39,0.98,4.19037999999993,13.85
CEMADEN,260320701A,2025,9966,0,0,0.39,0.98,2.76664999999997,6.9
CEMADEN,260320701C,2017,11515,0,0,0.2,0.8,3.09720000000016,19.6
CEMADEN,260320701C,2018,7668,0,0,0.2,0.8,5.06659999999993,9.8
CEMADEN,260320701C,2019,5802,0,0,0.2,1,4.87959999999985,10.2
CEMADEN,260320701C,2020,595,0,0,0,0.4,0.88119999999999,1
CEMADEN,260320701C,2022,4065,0,0,0.4,1.8,7.36160000000009,20.6
CEMADEN,260320701C,2023,8298,0,0,0.2,0.8,9.78419999999933,16.2
CEMADEN,260320701C,2024,8736,0,0,0.2,1,5.2,11.4
CEMADEN,260320701C,2025,797,0,0,0.439999999999986,2,4.8079999999999,6.4
CEMADEN,260330601A,2017,780,0,0,0.00999999999999091,0.42,1.41641,1.58
CEMADEN,260330601A,2018,9443,0,0,0.2,0.98,3.46159999999982,7.5
CEMADEN,260330601A,2019,9064,0,0,0.2,0.79,6.51581999999991,16
CEMADEN,260330601A,2020,6132,0,0,0.2,0.98,11.59,21.01
CEMADEN,260330601A,2021,9722,0,0,0.39,0.98,3.40580000000009,14.07
CEMADEN,260330601A,2022,9352,0,0,0.59,1.96,6.22979999999989,14.28
CEMADEN,260330601A,2023,3919,0,0,0.2,0.755800000000031,5.35919999999993,13.54
CEMADEN,260330601A,2024,7139,0,0,0.2,0.98,6.96896000000001,14.08
CEMADEN,260330601A,2025,6798,0,0,0.39,1.18,4.01917000000017,9.78
CEMADEN,260340501A,2018,4105,0,0,0.59,3.15,8.29919999999995,17.08
CEMADEN,260340501A,2020,4303,0,0,0,0.785999999999913,5.39222000000012,12.8
CEMADEN,260340501A,2021,1469,0,0,0.2,2.42399999999999,7.5044799999998,9.87
CEMADEN,260340501A,2023,1,0.2,0.2,0.2,0.2,0.2,0.2
CEMADEN,260340501A,2024,8529,0,0,0.2,1.37,7.56944,22.53
CEMADEN,260340501A,2025,8839,0,0,0.2,1.29780000000015,6.69162,17.69
CEMADEN,260345401A,2017,16086,0,0,0.39,1.37,3.92300000000017,142.87
CEMADEN,260345401A,2018,12325,0,0,0.39,1.37,4.2684399999999,8.73
CEMADEN,260345401A,2019,9768,0,0,1.18,3.55,8.76893000000004,10.98
CEMADEN,260345401A,2020,5914,0,0,0.79,2.36,5.15393000000017,6.58
CEMADEN,260345401A,2021,11151,0,0,0.98,3.35,7.05700000000015,20.8
CEMADEN,260345401A,2022,11936,0,0,0.98,2.68349999999993,5.9,12.12
CEMADEN,260345401A,2023,11587,0,0,0.98,2.75,5.59280000000013,8.93
CEMADEN,260345401A,2024,11171,0,0,0.59,2.17,7.26599999999999,13.01
CEMADEN,260345401A,2025,2744,0,0,1.57,3.94,5.71,6.3
CEMADEN,260345401G,2021,6496,0,0,0.8,2.2,5.20200000000004,8.2
CEMADEN,260345401G,2022,11274,0,0,1.2,4.25400000000009,9.94540000000015,14
CEMADEN,260345401G,2023,9955,0,0,0.4,1.8,6.2,10.2
CEMADEN,260345401G,2024,9496,0,0,0.2,2,7.70299999999952,15
CEMADEN,260345401G,2025,11032,0,0,1.2,3.4,6.8,10.6
CEMADEN,260345402A,2017,13076,0,0,0.79,2.36,6.1,10.17
CEMADEN,260345402A,2018,10402,0,0,0.79,2.76,7.02381000000003,10.37
CEMADEN,260345402A,2019,10049,0,0,0.98,3.1552,8.31951999999999,13.84
CEMADEN,260345402A,2020,125,0,0,0.2,3.30520000000001,7.81960000000002,8.39
CEMADEN,260345402A,2021,9245,0,0,0.98,2.76,6.39383999999962,13.71
CEMADEN,260345402A,2022,6184,0,0,1.18,4.14,11.0336,18.51
CEMADEN,260345402A,2023,66,0,0,0.3425,6.46799999999994,12.3648,13.02
CEMADEN,260345402A,2024,220,0,0,0.2,0.79,0.938390000000001,0.98
CEMADEN,260345402A,2025,645,0,0,0.351999999999991,1.3756,4.82056,5.31
CEMADEN,260345403A,2017,6441,0,0,0.59,1.77,4.13,9.85
CEMADEN,260345403A,2018,10364,0,0,0.98,3.15,8.52637000000001,13.42
CEMADEN,260345403A,2019,10066,0,0,1.18,3.54,9.53634999999989,15.36
CEMADEN,260345403A,2020,2690,0,0,0.2,1.37,2.88129000000006,5.99
CEMADEN,260345403A,2021,10957,0,0,0.99,3.36440000000001,7.60439999999999,15.38
CEMADEN,260345403A,2022,3266,0,0,1.38,4.53,13.7671000000002,121.68
CEMADEN,260345403A,2023,622,0,0,0.42,1.53009999999999,4.14385000000006,6.1
CEMADEN,260345404A,2017,14830,0,0,0.79,2.36,6.38,11.19
CEMADEN,260345404A,2018,10317,0,0,0.79,2.95,7.44627999999988,13.01
CEMADEN,260345404A,2019,10134,0,0,1.18,3.54,8.25813000000007,15.57
CEMADEN,260345404A,2020,10210,0,0,0.79,3.13199999999997,7.68028999999986,9.96
CEMADEN,260345404A,2021,10979,0,0,1.18,3.35,7.91088000000003,11.18
CEMADEN,260345404A,2022,11284,0,0,1.38,3.94,10.1034000000001,16.64
CEMADEN,260345404A,2023,11055,0,0,0.98,3.15,7.71489999999994,15.44
CEMADEN,260345404A,2024,8684,0,0,0.79,3.1534,8.64996999999963,180.01
CEMADEN,260345404A,2025,11249,0,0,1.18,3.55,7.3,10
CEMADEN,260345405A,2017,6774,0,0,0.59,1.77,3.55227,7.33
CEMADEN,260345405A,2018,10085,0,0,0.79,2.95,7.1,12.2
CEMADEN,260345405A,2019,9318,0,0,0.59,1.97,4.27927999999985,8.72
CEMADEN,260345405A,2020,10190,0,0,0.79,2.76,6.45975999999995,12
CEMADEN,260345405A,2021,10907,0,0,0.98,3.15,7.53853999999965,12
CEMADEN,260345405A,2022,11022,0,0,1.57,4.33,9.14957999999999,18.31
CEMADEN,260345405A,2023,10979,0,0,1.18,3.35,8.11044000000002,11.59
CEMADEN,260345405A,2024,8175,0,0,1.18,3.94,10.1004,22.3
CEMADEN,260345405A,2025,2799,0,0,0.808999999999983,2.7502,7.48159999999982,16.99
CEMADEN,260345406A,2017,13767,0,0,0.79,2.36,5.55680000000008,15.23
CEMADEN,260345406A,2018,7612,0,0,0.98,3.15,8.19780000000002,15.16
CEMADEN,260345406A,2019,5642,0,0,0.98,2.75,5.71,8.33
CEMADEN,260345406A,2020,9953,0,0,0.79,2.95,7.75872000000027,15.79
CEMADEN,260345406A,2021,10303,0,0,0.98,2.56,8.21196000000033,17.07
CEMADEN,260345406A,2022,11106,0,0,1.18,3.94,9.33215000000007,17.48
CEMADEN,260345406A,2023,10731,0,0,0.79,2.36,5.91620000000003,12.4
CEMADEN,260345406A,2024,6908,0,0,0.39,1.77,5.72766999999997,11.79
CEMADEN,260345406A,2025,11326,0,0,1.18,3.35,8.25174999999985,16.2
CEMADEN,260350401A,2017,840,0,0,0.2,0.79,1.77,1.77
CEMADEN,260350401A,2018,10119,0,0,0.39,1.37,6.43745999999979,14.05
CEMADEN,260350401A,2019,10087,0,0,0.59,1.18,4.11366000000013,7.1
CEMADEN,260350401A,2020,10284,0,0,0.59,2.01890000000001,6.1,9.34
CEMADEN,260350401A,2021,8705,0,0,0.42,1.37,3.46544000000011,8.44
CEMADEN,260350401A,2022,3065,0,0,0.39,1.44840000000002,4.30504000000006,10.37
CEMADEN,260350401A,2023,10896,0,0,0.59,1.38,4.53,10.38
CEMADEN,260350401A,2024,10254,0,0,0.42,1.18,4.67192999999988,7.34
CEMADEN,260350401A,2025,10939,0,0,0.39,1.18,2.77177999999998,8.73
CEMADEN,260360301A,2017,899,0,0,0,0.2,0.850179999999986,1.38
CEMADEN,260360301A,2018,9510,0,0,0.2,1.77,5.71491,12.01
CEMADEN,260360301A,2019,9158,0,0,0.39,1.06600000000006,2.75843000000001,17.07
CEMADEN,260360301A,2020,2751,0,0,0.39,1.57,5.9625,17.89
CEMADEN,260360301A,2021,1828,0,0,0.2,0.79,1.80287,2.95
CEMADEN,260360301A,2022,3447,0,0,0.39,1.77,4.63526000000002,294.35
CEMADEN,260360301A,2023,10178,0,0,0.59,2.17,7.76017000000025,13.63
CEMADEN,260360301A,2024,8685,0,0,0.59,2.36,7.02476000000008,8.38
CEMADEN,260360301A,2025,6291,0,0,0.98,2.36,6.5184,10.39
CEMADEN,260370201A,2023,4892,0,0,0.39,0.79,2.16109,2.76
CEMADEN,260370201A,2024,8667,0,0,0.39,0.98,3.80680000000015,9.57
CEMADEN,260370201A,2025,7526,0,0,0.59,1.18,3.04500000000007,6.89
CEMADEN,260370201C,2018,2808,0,0,0.4,1.4,6.03160000000025,8.8
CEMADEN,260370201C,2020,87,0,0,0,0.428,0.5828,0.6
CEMADEN,260380101A,2017,586,0,0,0.2,0.79,4.25239999999983,6.92
CEMADEN,260380101A,2018,9286,0,0,0.2,0.98,7.23605000000007,16.43
CEMADEN,260380101A,2019,8886,0,0,0.39,1.18,6.32299999999996,18.93
CEMADEN,260380101A,2020,5916,0,0,0.39,0.98,7.06380000000016,17.68
CEMADEN,260380101A,2021,9831,0,0,0.42,1.57,12.9545000000001,16.21
CEMADEN,260380101A,2022,10072,0,0,0.59,1.97,8.14787,41.96
CEMADEN,260380101A,2023,8147,0,0,0.39,1.18,6.40386000000016,12.19
CEMADEN,260380101A,2024,9269,0,0,0.42,1.37,9.18651999999998,13.43
CEMADEN,260380101A,2025,6407,0,0,0.59,1.37,5.08234000000003,16.44
CEMADEN,260390001A,2023,3152,0,0,0,0.2,2.71413000000006,4.33
CEMADEN,260390001A,2024,9108,0,0,0.2,2.36,11.36753,19.75
CEMADEN,260390001A,2025,9264,0,0,0.2,1.18,5.45739999999984,8.74
CEMADEN,260390001C,2018,4844,0,0,0.2,1.2,5.06280000000006,6.8
CEMADEN,260390001C,2019,4437,0,0,0.2,0.4,1.8,3.4
CEMADEN,260390001C,2020,590,0,0,0.2,0.2,0.2,0.2
CEMADEN,260390001C,2022,4716,0,0,0.2,1.2,3.31399999999994,10.4
CEMADEN,260390001C,2023,6390,0,0,0.2,1.2,6.36659999999993,12.4
CEMADEN,260390001C,2024,8667,0,0,0.2,2.2,10.2668000000001,13.2
CEMADEN,260390001C,2025,1455,0,0,0.2,1.8,4.90920000000001,7.2
CEMADEN,260392601A,2024,2870,0,0,0,0.42,4.9033999999998,13.86
CEMADEN,260392601A,2025,8969,0,0,0.2,1.57,7.12015999999952,21.04
CEMADEN,260392601U,2021,448,0,0,0.2,0.4,1.3106,1.4
CEMADEN,260392601U,2022,1857,0,0,0.439999999999964,1.48800000000001,4.6576,12.6
CEMADEN,260392601U,2023,6183,0,0,0.2,0.8,5,11.2
CEMADEN,260392601U,2024,7537,0,0,0.2,2,8.29279999999999,14.4
CEMADEN,260392601U,2025,671,0,0,1.4,3.65999999999999,9.52000000000016,12.2
CEMADEN,260410601A,2017,11687,0,0,0.2,0.98,4.98280000000006,10.16
CEMADEN,260410601A,2018,9416,0,0,0.2,0.79,5.42699999999983,8.52
CEMADEN,260410601A,2019,8991,0,0,0.39,0.98,5.51220000000005,12.81
CEMADEN,260410601A,2020,9403,0,0,0.39,1.57,7.14723999999998,14.71
CEMADEN,260410601A,2021,9516,0,0,0.2,0.79,3.15,4.72
CEMADEN,260410601A,2022,9857,0,0,0.39,1.37,6.12880000000005,10.58
CEMADEN,260410601A,2023,9743,0,0,0.39,1.18,4.9350599999997,14.05
CEMADEN,260410601A,2024,6212,0,0,0.2,0.98,3.56578,7.53
CEMADEN,260410601A,2025,6566,0,0,0.39,1.18,3.49365000000032,9.35
CEMADEN,260410602A,2017,12264,0,0,0,0.39,2.16736999999999,213.58
CEMADEN,260410602A,2018,9268,0,0,0.2,0.98,5.45927000000003,11.79
CEMADEN,260410602A,2019,8841,0,0,0.2,1.18,6.1,17.48
CEMADEN,260410602A,2020,9271,0,0,0.2,1.57,10.0738999999998,19.54
CEMADEN,260410602A,2021,9409,0,0,0.2,0.79,2.97368000000002,5.93
CEMADEN,260410602A,2022,8810,0,0,0,0.59,5.38640000000028,16.27
CEMADEN,260410602A,2023,9748,0,0,0.39,1.37,7.17060000000012,16.41
CEMADEN,260410602A,2024,8679,0,0,0.2,0.98,5.76438000000009,11.79
CEMADEN,260410602A,2025,7039,0,0,0.2,0.98,4.51480000000018,11.25
CEMADEN,260410603A,2017,11789,0,0,0.2,0.79,3.15,11.38
CEMADEN,260410603A,2018,9116,0,0,0.2,1.18,3.91700000000004,8.54
CEMADEN,260410603A,2019,7411,0,0,0.2,1.18,8.7136000000003,16.86
CEMADEN,260410603A,2020,9155,0,0,0.2,1.57,6.46535999999993,22.1
CEMADEN,260410603A,2021,8725,0,0,0.2,0.42,2.57931999999999,10.57
CEMADEN,260410603A,2022,1021,0,0,0.2,2.168,5.94520000000001,10.38
CEMADEN,260410603A,2023,26,0,0,0.4925,3.4475,4.30475000000001,4.4
CEMADEN,260410603A,2024,10,0,0,0.953499999999999,1.4467,1.55767,1.57
CEMADEN,260410604A,2017,5981,0,0,0.2,0.42,1.18,3.54
CEMADEN,260410604A,2018,1856,0,0,0.2,3.04000000000001,12.55805,19.55
CEMADEN,260410605A,2017,7060,0,0,0.2,0.59,2.52518999999988,17.41
CEMADEN,260410605A,2018,9409,0,0,0.2,1.18,6.41248000000011,13.63
CEMADEN,260410605A,2019,8593,0,0,0.39,1.18,4.53,11.39
CEMADEN,260410605A,2020,2262,0,0,0.2,1.45409999999998,4.96548000000004,9.86
CEMADEN,260410605A,2021,9438,0,0,0.2,0.98,3.35,6.1
CEMADEN,260410605A,2022,5783,0,0,0.42,1.57,6.81523999999967,22.52
CEMADEN,260410605A,2024,1312,0,0,0,0.2,13.4826800000008,19.55
CEMADEN,260410605A,2025,5041,0,0,0.4,1.18,3.52440000000001,8.73
CEMADEN,260410606A,2017,11632,0,0,0.2,0.79,2.23380000000012,13.51
CEMADEN,260410606A,2018,9916,0,0,0.42,1.37,4.93699999999983,9.75
CEMADEN,260410606A,2019,10108,0,0,0.59,1.37,5.26827000000001,12.19
CEMADEN,260410606A,2020,10300,0,0,0.59,1.96,6.48225999999977,15.37
CEMADEN,260410606A,2021,9380,0,0,0.42,1.38,6.56597999999969,14.69
CEMADEN,260410606A,2022,650,0,0,0.59,1.9651,2.95,2.95
CEMADEN,260410606A,2023,3260,0,0,0.2,0.59,2.45639999999999,5.12
CEMADEN,260410606A,2024,7998,0,0,0.59,1.37,4.92,9.14
CEMADEN,260410606A,2025,10623,0,0,0.59,1.37,3.22560000000012,5.34
CEMADEN,260410607A,2017,12037,0,0,0.2,1,4.4,6.2
CEMADEN,260410607A,2018,9328,0,0,0.2,0.945999999999913,5.60380000000041,11.8
CEMADEN,260410607A,2019,9144,0,0,0.2,1,4.4,20.6
CEMADEN,260410607A,2020,9355,0,0,0.2,1.6,9,12.6
CEMADEN,260410607A,2021,9467,0,0,0.2,0.8,3.6,18.2
CEMADEN,260410607A,2022,10059,0,0,0.4,1.8,8.58839999999982,13
CEMADEN,260410607A,2023,8811,0,0,0.2,1,5.6380000000001,14.2
CEMADEN,260410607A,2024,6412,0,0,0.4,2.2,7.4,12.8
CEMADEN,260410608A,2017,790,0,0,0,0.42,0.830090000000002,0.98
CEMADEN,260410608A,2018,9240,0,0,0.2,0.79,5.07937000000007,12.4
CEMADEN,260410608A,2019,9074,0,0,0.39,1.18,6.68466999999993,13.26
CEMADEN,260410608A,2020,6684,0,0,0.4,2.16,11.5168,59.79
CEMADEN,260410608A,2021,3937,0,0,0.2,0.4,0.99279999999997,1.38
CEMADEN,260410608A,2022,2445,0,0,0.2,2.47199999999999,10.1168000000001,14.74
CEMADEN,260415501A,2017,613,0,0,0,0.565999999999999,0.98,0.98
CEMADEN,260415501A,2018,9459,0,0,0.2,1.57,6.51137999999979,13.89
CEMADEN,260415501A,2019,9167,0,0,0.42,1.18,4.36336000000003,14.71
CEMADEN,260415501A,2020,8176,0,0,0.4,1.38,6.70825,36.51
CEMADEN,260415501A,2021,4915,0,0,0.2,0.79,6.33446000000063,18.67
CEMADEN,260415501A,2022,9809,0,0,0.59,1.77,5.74647999999983,21.24
CEMADEN,260415501A,2023,1153,0,0,0.2,1.076,4.91023999999994,467.43
CEMADEN,260415501A,2024,4308,0,0,0.2,0.966700000000055,2.49860000000004,3.35
CEMADEN,260415501A,2025,6859,0,0,0.42,1.18,4.2223599999999,6.73
CEMADEN,260420501A,2017,12965,0,0,0.79,2.36,6.69036,10.4
CEMADEN,260420501A,2018,6787,0,0,0.79,2.36,4.76279999999999,9.37
CEMADEN,260420502A,2017,8538,0,0,0.42,1.57,5.23574999999994,254.91
CEMADEN,260420502A,2018,10252,0,0,0.59,2.1649,6.37740999999998,9.35
CEMADEN,260420502A,2019,10046,0,0,0.79,1.97,6.57594999999999,13.64
CEMADEN,260420502A,2020,10179,0,0,0.79,2.36,6.51466,14.32
CEMADEN,260420502A,2021,10722,0,0,0.59,1.97,6.16116000000002,8.57
CEMADEN,260420502A,2022,6187,0,0,1.18,3.35,7.87908000000007,14.26
CEMADEN,260420502A,2023,9938,0,0,0.79,2.36,6.82079000000003,18.04
CEMADEN,260420502A,2024,8954,0,0,0.59,2.36,7.7294000000001,39.65
CEMADEN,260420502A,2025,9724,0,0,0.59,1.77,5.47343000000003,12.5
CEMADEN,260420503A,2017,9622,0,0,0.2,0.98,2.83201000000016,6.1
CEMADEN,260420503A,2018,10514,0,0,0.79,2.17,6.79226999999983,12.41
CEMADEN,260420503A,2019,10420,0,0,0.79,1.77,5.60251000000009,10.18
CEMADEN,260420503A,2020,10382,0,0,0.79,2.76,7.23666000000008,23.16
CEMADEN,260420503A,2021,10866,0,0,0.59,1.57,4.53,8.52
CEMADEN,260420503A,2022,4445,0,0,0.59,2.47200000000008,6.14463999999982,12.4
CEMADEN,260420503A,2023,475,0,0,0.2,0.98,1.38514,1.57
CEMADEN,260420504A,2017,987,0,0,0.39,2.388,5.92296000000002,7.54
CEMADEN,260420504A,2018,10257,0,0,0.59,2.36,5.58440000000006,13.42
CEMADEN,260420504A,2019,9940,0,0,0.79,2.36,7.91061,13.43
CEMADEN,260420504A,2020,10450,0,0,0.79,2.75,6.52039999999979,14.06
CEMADEN,260420504A,2021,10630,0,0,0.79,1.97,7.99532999999981,19.14
CEMADEN,260420504A,2022,532,0,0,0.59,1.85279999999999,3.29749000000006,3.94
CEMADEN,260430401A,2024,3007,0,0,0,0.42,5.11880000000003,17.69
CEMADEN,260430401A,2025,3320,0,0,0.59,3.90199999999999,11.9986,35.46
CEMADEN,260430401C,2017,1643,0,0,0.2,0.915999999999985,6.87159999999999,11
CEMADEN,260430401C,2018,380,0,0,0.2,1.642,4.78719999999994,6
CEMADEN,260440301A,2017,1050,0,0,0,0.59,3.52089000000001,3.54
CEMADEN,260440301A,2018,9655,0,0,0.42,1.97,7.71105999999972,19.13
CEMADEN,260440301A,2019,9531,0,0,0.59,1.97,6.8251999999999,12.81
CEMADEN,260440301A,2020,9467,0,0,0.42,1.77,6.3,19.77
CEMADEN,260440301A,2021,5144,0,0,0.42,1.38,4.21845999999998,8.74
CEMADEN,260440301A,2022,9648,0,0,0.98,2.86070000000012,7.19000999999986,11.39
CEMADEN,260440301A,2023,8904,0,0,0.79,2.55399999999987,5.9387999999999,9.61
CEMADEN,260440301A,2024,9575,0,0,0.59,1.97,8.14877999999946,121.68
CEMADEN,260440301A,2025,8047,0,0,0.98,2.75,5.30125999999995,7.92
CEMADEN,260450201A,2017,15099,0,0,0.6,1.6,5.18040000000001,10.4
CEMADEN,260450201A,2018,10216,0,0,0.6,2,6.91399999999994,13.2
CEMADEN,260450201A,2019,10264,0,0,0.6,1.6,4.2,14.4
CEMADEN,260450201A,2020,10196,0,0,0.6,2.2,7.16100000000006,15.4
CEMADEN,260450201A,2021,10865,0,0,0.6,2,5.42720000000008,10.8
CEMADEN,260450201A,2022,10883,0,0,0.8,2,6.8,15.4
CEMADEN,260450201A,2023,6245,0,0,0.4,2.4,6.05360000000019,11.2
CEMADEN,260450201A,2024,9426,0,0,0.6,1.6,5.71500000000015,25.8
CEMADEN,260450201A,2025,10956,0,0,0.8,2.2,5.4,16.8
CEMADEN,260460101A,2017,1128,0,0,0,0.411900000000001,1.69507000000003,2.39
CEMADEN,260460101A,2018,9823,0,0,0.59,2.95,7.89155999999988,16.43
CEMADEN,260460101A,2019,9735,0,0,0.98,2.69559999999998,8.02171999999984,19.34
CEMADEN,260460101A,2020,9488,0,0,0.406499999999996,1.97,7.1,10.78
CEMADEN,260460101A,2021,5216,0,0,0.39,1.37,4.24614999999994,6.99
CEMADEN,260460101A,2022,9670,0,0,0.2,1.97,6.89331,13.46
CEMADEN,260460101A,2023,10801,0,0,0.42,1.57,4.37000000000015,7.74
CEMADEN,260460101A,2024,9477,0,0,0.59,2.36,7.62479999999989,12.6
CEMADEN,260460101A,2025,5799,0,0,1.37099999999999,4.14379999999991,10.18414,83.29
CEMADEN,260470001A,2017,14045,0,0,0.59,1.38,3.54120000000003,8.11
CEMADEN,260470001A,2018,10139,0,0,0.39,1.38,3.58447999999997,9.76
CEMADEN,260470001A,2019,9688,0,0,0.59,1.57,5.43443000000001,11.39
CEMADEN,260470001A,2020,10145,0,0,0.59,1.96,8.70263999999996,18.1
CEMADEN,260470001A,2021,10419,0,0,0.42,1.38,5.72746000000001,14.71
CEMADEN,260470001A,2022,11478,0,0,0.79,1.97,5.51,12.61
CEMADEN,260470001A,2023,8460,0,0,0.39,1.37,4.72540999999999,12.4
CEMADEN,260470001A,2024,9920,0,0,0.42,1.18,4.53,17.2
CEMADEN,260470001A,2025,5730,0,0,0.79,2.16,4.33,5.51
CEMADEN,260470001C,2017,12226,0,0,0.2,1.2,4,11.4
CEMADEN,260470001C,2018,8855,0,0,0.2,0.6,4,8.6
CEMADEN,260470001C,2019,8409,0,0,0,0,0,0
CEMADEN,260470001C,2020,2804,0,0,0,0,0,0
CEMADEN,260480901A,2017,15561,0,0,0.79,2.16,5.12880000000001,14.27
CEMADEN,260480901A,2018,8755,0,0,0.59,2.45199999999983,9.62181999999986,35.04
CEMADEN,260480901A,2019,10625,0,0,0.98,2.17,5.83136000000002,13.21
