fonte_dados,cod_estacao,ano,n,minimo,p50,p95,p99,p999,maximo
CEMADEN,260915401C,2019,1778,0,0,0.4,5.4,13.2243999999999,15.4
CEMADEN,260915401C,2020,13,0,0,0.0799999999999997,0.176,0.1976,0.2
CEMADEN,260920401A,2017,13090,0,0,0.59,1.97,5.31,8.99
CEMADEN,260920401A,2018,10162,0,0,0.59,2.16,5.12,10.78
CEMADEN,260920401A,2019,6043,0,0,0.79,2.67019999999999,7.54873999999999,17.49
CEMADEN,260920401A,2020,5193,0,0,0.39,1.18,3.9016,5.12
CEMADEN,260920401A,2021,10315,0,0,0.59,1.77,6.37439999999988,12.03
CEMADEN,260920401A,2022,8045,0,0,0.59,1.77,6.2652400000001,11.39
CEMADEN,260920401A,2023,8235,0,0,0.59,2.16,7.21639999999985,17.9
CEMADEN,260920401A,2024,7615,0,0,0.59,2.17,13.1875600000002,20.35
CEMADEN,260920401A,2025,10682,0,0,0.59,1.96,4.9837999999999,7.92
CEMADEN,260920402A,2017,13217,0,0,0.79,2.36,6.81191999999995,11.59
CEMADEN,260920402A,2018,10434,0,0,0.79,2.36,5.71,9.2
CEMADEN,260920402A,2019,10197,0,0,0.79,2.17079999999998,6.90804,16.64
CEMADEN,260920402A,2020,10136,0,0,0.79,2.36,6.49,22.94
CEMADEN,260920402A,2021,10746,0,0,0.79,2.16,5.95844999999985,9.95
CEMADEN,260920402A,2022,4773,0,0,1.18,3.74,6.83680000000004,12.61
CEMADEN,260920402A,2025,33,0,0.2,1.216,1.9712,2.14112,2.16
CEMADEN,260920403A,2019,2,0,0,0,0,0,0
CEMADEN,260920403A,2020,24,0,0,2.8545,3.2095,3.28195,3.29
CEMADEN,260930301A,2024,2770,0,0,0,0.98,5.11078000000075,13.22
CEMADEN,260930301A,2025,8387,0,0,0.2,1.37,8.04279999999991,15.33
CEMADEN,260930301C,2017,5135,0,0,0.2,2.2,8.51959999999999,15.6
CEMADEN,260930301C,2018,7849,0,0,0.2,1.50399999999991,6.43040000000001,9.8
CEMADEN,260930301C,2019,5430,0,0,0.2,1.54200000000001,9.19939999999988,14
CEMADEN,260930301C,2020,2616,0,0,0.6,4.13999999999996,8.53900000000031,15.6
CEMADEN,260930301C,2022,4541,0,0,0.2,0.8,9.75200000000004,27.8
CEMADEN,260930301C,2023,7591,0,0,0,0.4,4.16399999999994,16
CEMADEN,260930301C,2024,6113,0,0,0.2,2.17600000000002,7.6,11
CEMADEN,260930301C,2025,7481,0,0,0,1,6.30400000000009,17.6
CEMADEN,260940201A,2017,13455,0,0,0.59,1.77,4.72546,9.76
CEMADEN,260940201A,2018,9918,0,0,0.59,2.16,5.71,8.53
CEMADEN,260940201A,2019,9294,0,0,0.79,2.18329999999994,5.76656000000003,17.48
CEMADEN,260940201A,2020,5295,0,0,0.39,1.18,2.36,2.95
CEMADEN,260940201A,2021,9959,0,0,0.59,1.77,4.72839999999989,10.37
CEMADEN,260940201A,2022,7736,0,0,1.18,2.95,6.64010000000011,10.78
CEMADEN,260940201A,2023,2654,0,0,0.59,2.05929999999996,4.86533000000008,6.7
CEMADEN,260940201A,2024,10205,0,0,0.59,1.97,6.99576000000016,13.21
CEMADEN,260940201A,2025,10825,0,0,0.79,2.56,7.03983999999982,13.48
CEMADEN,260940202A,2017,11353,0,0,0.42,1.57,5.43959999999985,10.78
CEMADEN,260940202A,2018,10111,0,0,0.69,2.759,8.31889999999999,12
CEMADEN,260940202A,2019,10030,0,0,0.98,2.56,5.9,12.81
CEMADEN,260940202A,2020,10182,0,0,0.59,2.36,5.33456999999999,11.19
CEMADEN,260940202A,2021,10458,0,0,0.79,2.56,8.14348999999986,14.95
CEMADEN,260940202A,2022,11058,0,0,1.18,3.35,7.71,12.6
CEMADEN,260940202A,2023,10911,0,0,0.98,2.93199999999993,7.1,10.37
CEMADEN,260940202A,2024,9255,0,0,0.79,2.76,6.65411999999982,15.36
CEMADEN,260940202A,2025,10924,0,0,0.98,2.9577,6.98005999999947,13.64
CEMADEN,260950101A,2017,11828,0,0,0.39,1.57,4.76287000000013,12.8
CEMADEN,260950101A,2018,9645,0,0,0.39,1.97,4.99119999999995,9.14
CEMADEN,260950101A,2019,9439,0,0,0.59,2.16,6.40677999999998,12.8
CEMADEN,260950101A,2020,9460,0,0,0.39,1.57,4.94098999999971,13.65
CEMADEN,260950101A,2021,7876,0,0,0.59,1.77,4.3825,16.36
CEMADEN,260950101A,2022,4132,0,0,0.79,2.95,6.84759999999988,10.78
CEMADEN,260950101A,2023,2825,0,0,0.39,1.9676,7.98407999999965,218.19
CEMADEN,260950102A,2017,11935,0,0,0.39,1.38,5.71,15.99
CEMADEN,260950102A,2018,9596,0,0,0.39,1.97,5.66795000000026,7.72
CEMADEN,260950102A,2019,9373,0,0,0.59,2.16,5.12,12.21
CEMADEN,260950102A,2020,9404,0,0,0.39,1.57,4.7628299999999,13.22
CEMADEN,260950102A,2021,4479,0,0,0.59,2.36,5.41439999999999,7.3
CEMADEN,260950102A,2022,4165,0,0,0.59,3.04119999999994,7.20832000000015,10.65
CEMADEN,260950102A,2023,10040,0,0,0.59,2.16,5.51,17.28
CEMADEN,260950102A,2024,9683,0,0,0.39,1.80420000000006,7.02037999999971,11.4
CEMADEN,260950102A,2025,10199,0,0,0.59,1.9602,6.47841999999993,18.11
CEMADEN,260950103A,2017,11267,0,0,0.39,1.37,5.40626000000015,10.37
CEMADEN,260950103A,2018,9641,0,0,0.39,2.16,6.72520000000004,9.77
CEMADEN,260950103A,2019,9396,0,0,0.59,1.77,4.64494999999992,12.21
CEMADEN,260950103A,2020,9492,0,0,0.39,1.57,4.85126,14.06
CEMADEN,260950103A,2021,9490,0,0,0.39,1.57,4.62709000000008,12.81
CEMADEN,260950103A,2022,10182,0,0,0.79,2.75,7.10637999999999,11.59
CEMADEN,260950103A,2023,10161,0,0,0.59,1.97,5.47800000000003,10.38
CEMADEN,260950103A,2024,1749,0,0,0.59,3.36079999999999,8.21443999999995,12.4
CEMADEN,260950103A,2025,2,0,0,0,0,0,0
CEMADEN,260950104A,2017,966,0,0,0,0.39,1.59099999999998,2.17
CEMADEN,260950104A,2018,9610,0,0,0.42,2.17,7.06030999999985,12.8
CEMADEN,260950104A,2019,9425,0,0,0.79,2.17,7.3991999999996,10.98
CEMADEN,260950104A,2020,9241,0,0,0.39,1.37,4.43400000000009,10.98
CEMADEN,260950104A,2021,3748,0,0,0.39,1.18,4.18060000000003,11.99
CEMADEN,260950104A,2022,5846,0,0,0.98,2.56,5.55099999999995,9.14
CEMADEN,260960001A,2017,17779,0,0,0.39,1.18,3.35,7.33
CEMADEN,260960001A,2018,12270,0,0,0.39,0.98,4.90081999999995,10.17
CEMADEN,260960001A,2019,2322,0,0,1.37,3.7232,31.5995700000004,401.14
CEMADEN,260960001A,2020,2463,0,0,1.38,3.74,15.40916,20.56
CEMADEN,260960001A,2021,9800,0,0,0.98,3.15,8.76220999999982,14.08
CEMADEN,260960001A,2022,13106,0,0,0.39,0.79,2.95,8.33
CEMADEN,260960001A,2023,12433,0,0,0.79,1.57,3.15,5.12
CEMADEN,260960001A,2024,2728,0,0,1.18,3.35,6.94733000000003,12.68
CEMADEN,260960001G,2019,2171,0,0,0.2,1.06000000000004,3.2,5.6
CEMADEN,260960001G,2020,9361,0,0,0.8,3,6.65599999999977,11.6
CEMADEN,260960001G,2021,10477,0,0,1,3.04799999999996,8.8,15.6
CEMADEN,260960001G,2022,10698,0,0,1.4,4,8.4,15.4
CEMADEN,260960001G,2023,10456,0,0,1,3.09000000000015,7.8,12.8
CEMADEN,260960001G,2024,7549,0,0,1,3,7.89040000000005,13
CEMADEN,260960001G,2025,288,0,0.4,3.93,7.78199999999999,12.3704,12.6
CEMADEN,260960002A,2017,12824,0,0,0.79,2.56,6.73070999999993,13.42
CEMADEN,260960002A,2018,10096,0,0,0.79,2.95,7.89765000000009,15.56
CEMADEN,260960002A,2019,9731,0,0,1.18,4.13,9.87070000000018,15.12
CEMADEN,260960002A,2020,5859,0,0,1.18099999999999,4.14,9.06359999999986,16.15
CEMADEN,260960002A,2021,9294,0,0,1.38,4.20909999999996,9.96,17.69
CEMADEN,260960002A,2022,4899,0,0,0,0.59,2.79977999999995,6.34
CEMADEN,260960002A,2023,4629,0,0,0.42,1.57,5.20556000000007,7.14
CEMADEN,260960002A,2024,6058,0,0,1.18,4.06020000000004,11.2004100000002,17.06
CEMADEN,260960002A,2025,45,0,0,0.75,2.63760000000001,3.80976000000001,3.94
CEMADEN,260960003A,2017,14361,0,0,0.59,2.36,6.42159999999989,11.71
CEMADEN,260960003A,2018,9938,0,0,0.79,2.67969999999985,6.91583000000004,12.4
CEMADEN,260960003A,2019,9404,0,0,0.98,3.74,9.67536999999995,18.1
CEMADEN,260960003A,2020,5504,0,0,0.39,2.35430000000005,5.56964000000004,11.19
CEMADEN,260960003A,2021,10308,0,0,1.18,3.76790000000001,9.76692999999999,16
CEMADEN,260960003A,2022,9685,0,0,1.57,4.72,11.0242400000001,17.68
CEMADEN,260960003A,2023,5338,0,0,1.77,6.05190000000001,15.6502499999992,205.8
CEMADEN,260960003A,2024,2584,0,0,1.37,19.7433000000006,60.63,116.44
CEMADEN,260960004A,2017,15683,0,0,0.59,2.36,6.3,9.76
CEMADEN,260960004A,2018,9874,0,0,0.79,2.75,6.72540000000008,10.18
CEMADEN,260960004A,2019,9672,0,0,0.98,3.55,7.52302999999998,13.04
CEMADEN,260960004A,2020,9923,0,0,0.59,2.95,7.75325999999992,13.28
CEMADEN,260960004A,2021,10269,0,0,0.98,2.96279999999999,7.72928,105.95
CEMADEN,260960004A,2022,7302,0,0,0.59,2.56,7.37688999999996,16.43
CEMADEN,260960004A,2023,9328,0,0,0.98,3.15,7.74346000000001,21.87
CEMADEN,260960004A,2024,4118,0,0,1.57,3.74,9.90096999999989,14.48
CEMADEN,260960004A,2025,10659,0,0,1.18,3.74,9.20840000000011,14.91
CEMADEN,260960005A,2017,13524,0,0,0.79,2.59310000000001,7.43879000000021,13.01
CEMADEN,260960005A,2018,10001,0,0,0.79,2.76,7.54,12.4
CEMADEN,260960005A,2019,9683,0,0,1.18,3.74,7.11271999999997,11.99
CEMADEN,260960005A,2020,3921,0,0,0.99,3.15,6.91239999999985,11.44
CEMADEN,260960005A,2021,9307,0,0,1.18,3.54,8.12387999999999,13.43
CEMADEN,260960005A,2022,10755,0,0,1.38,4.53459999999999,8.75245999999999,15.78
CEMADEN,260960005A,2023,10509,0,0,0.98,3.15,8.41840000000004,12
CEMADEN,260960005A,2024,9982,0,0,0.79,3.15,8.73380000000005,18.93
CEMADEN,260960005A,2025,2939,0,0,1.18,5.12,8.48491999999973,16.47
CEMADEN,260970901A,2023,4558,0,0,0.39,0.79,2.25417000000004,7.58
CEMADEN,260970901A,2024,8770,0,0,0.39,1.57,5.75388999999996,11.8
CEMADEN,260970901A,2025,5428,0,0,0.59,1.38,3.35,4.33
CEMADEN,260970901C,2017,14200,0,0,0.2,1,4.84079999999958,10.2
CEMADEN,260970901C,2018,8382,0,0,0.4,1.8,5.4,7.2
CEMADEN,260970901C,2019,8738,0,0,0.4,1.2,5.25260000000017,8.8
CEMADEN,260970901C,2020,8663,0,0,0.4,1.8,8.06759999999995,13.6
CEMADEN,260970901C,2021,5365,0,0,0.2,1.47199999999993,5.72720000000008,15.2
CEMADEN,260970901C,2022,10325,0,0,0.6,1.8,5,10.2
CEMADEN,260970901C,2023,10278,0,0,0.4,1.4,4.2,16.4
CEMADEN,260970901C,2024,8922,0,0,0.4,1.2,5.4,13.4
CEMADEN,260970901C,2025,9802,0,0,0.4,1.39799999999996,3.63980000000011,12.2
CEMADEN,260980801A,2017,4687,0,0,0,0.39,1.57,6.7
CEMADEN,260980801A,2018,8894,0,0,0.2,1.57,7.78419999999998,14.86
CEMADEN,260980801A,2019,7616,0,0,0.2,0.79,7.33100000000013,19.75
CEMADEN,260980801A,2020,4661,0,0,0,0.59,6.56480000000003,13.41
CEMADEN,260980801A,2021,9067,0,0,0.2,0.98,6.48745999999987,17.07
CEMADEN,260980801A,2022,9066,0,0,0.2,2.16,9.74634999999989,15.14
CEMADEN,260980801A,2023,8841,0,0,0,0.79,6.73839999999997,17.07
CEMADEN,260980801A,2024,7873,0,0,0.2,0.98,5.74583999999992,15.26
CEMADEN,260980801A,2025,7072,0,0,0,0.98,8.09089000000004,12.82
CEMADEN,260980801C,2017,3734,0,0,0.2,1,8.01359999999986,15.8
CEMADEN,260980801C,2018,3736,0,0,0,0.4,1.65299999999997,5
CEMADEN,260980801C,2019,3423,0,0,0,0.2,1.11559999999999,3.6
CEMADEN,260980801C,2020,1077,0,0,0,0,0,0
CEMADEN,260990701A,2024,2748,0,0,0,0.59,4.08914000000022,11
CEMADEN,260990701A,2025,5998,0,0,0.2,1.18569999999995,6.89122999999988,20.4
CEMADEN,260990701C,2017,2013,0,0,0.2,0.8,6.59520000000002,13.4
CEMADEN,260990701C,2018,8322,0,0,0.2,1.4,5.87160000000004,14.2
CEMADEN,260990701C,2019,3032,0,0,0.2,1.93800000000001,11.5504000000001,17
CEMADEN,260990701C,2020,196,0,0,0,0,0,0
CEMADEN,260990701C,2022,4726,0,0,0,0.2,0.854999999999927,12
CEMADEN,260990701C,2023,8749,0,0,0,0,0,0.2
CEMADEN,260990701C,2024,8039,0,0,0,0.2,1.19240000000009,4
CEMADEN,260990701C,2025,8677,0,0,0,0,1.2648000000001,4.8
CEMADEN,261000402A,2017,12851,0,0,0.59,1.97,4.42249999999987,10.99
CEMADEN,261000402A,2018,9015,0,0,0.59,1.96860000000001,5.57902000000006,424.22
CEMADEN,261000402A,2019,10011,0,0,0.79,2.169,5.9099,12.42
CEMADEN,261000402A,2020,10159,0,0,0.79,2.76,8.69682000000012,16.86
CEMADEN,261000402A,2021,8793,0,0,0,0.79,2.76,11.96
CEMADEN,261000402A,2022,9230,0,0,0.98,2.76,9.55771000000001,15.34
CEMADEN,261000402A,2023,5955,0,0,0.79,2.16,5.51920000000006,11.79
CEMADEN,261000402A,2024,6299,0,0,0.42,1.57,6.08876000000031,79.09
CEMADEN,261000402A,2025,7534,0,0,0.98,2.95,7.33467,12.2
CEMADEN,261000403A,2019,1505,0,0,0.2,0.98,4.90440000000002,5.04
CEMADEN,261000403A,2020,10239,0,0,0.79,3.15,9.49478000000012,13.85
CEMADEN,261000403A,2021,7305,0,0,0.98,2.76,6.63223999999998,12.6
CEMADEN,261000403A,2022,494,0,0.2,1.97,5.76459999999999,118.551130000001,225.33
CEMADEN,261000403A,2023,9807,0,0,0.79,2.36,5.3487999999999,9.15
CEMADEN,261000403A,2024,9948,0,0,0.59,1.57,3.94,10.58
CEMADEN,261000403A,2025,11026,0,0,0.79,2.36,5.93900000000001,10.18
CEMADEN,261000404A,2018,5,0,0,0.16,0.192,0.1992,0.2
CEMADEN,261000404A,2019,8,0,0,1.7765,1.9473,1.98573,1.99
CEMADEN,261010301A,2017,380,0,0,0.98,1.85189999999999,3.68898999999998,4.14
CEMADEN,261010301A,2018,8241,0,0,0.42,1.18,3.69200000000004,7.1
CEMADEN,261010301A,2019,9388,0,0,0.59,1.57,5.04259999999988,12.6
CEMADEN,261010301A,2020,6544,0,0,0.59,1.37,5.57002000000062,23.37
CEMADEN,261010301A,2021,7857,0,0,0.59,1.77,5.14736000000004,9.76
CEMADEN,261010301A,2022,4668,0,0,1.18,3.15,7.84328999999995,10.78
CEMADEN,261010301A,2023,9930,0,0,0.59,1.51489999999983,4.94839999999997,18.72
CEMADEN,261010301A,2024,10489,0,0,0.39,1.37,4.33,7.91
CEMADEN,261010301A,2025,11088,0,0,0.59,1.57,69.7321100000007,176.65
CEMADEN,261010301U,2017,959,0,0,0.4,0.8,1.4,1.4
CEMADEN,261010301U,2018,2254,0,0,0.4,1.4,4.14939999999997,9.2
CEMADEN,261010301U,2019,2719,0,0,0.4,1.6,5.71280000000006,13.6
CEMADEN,261010301U,2022,826,0,0.2,0.8,1.4,2.03499999999999,2.2
CEMADEN,261020201A,2017,762,0,0,0.2,0.79,2.94881000000003,3.55
CEMADEN,261020201A,2018,9542,0,0,0.2,0.98,3.72901000000029,9.18
CEMADEN,261020201A,2019,8733,0,0,0.39,1.18,3.94,9.96
CEMADEN,261020201A,2020,4367,0,0,0.39,1.77,7.38792000000001,11.79
CEMADEN,261020201A,2021,2855,0,0,0.2,1.18,5.17694000000007,8.12
CEMADEN,261020201A,2022,4831,0,0,0.79,2.17,8.5814000000001,14.93
CEMADEN,261020201A,2023,9951,0,0,0.39,1.18,3.54999999999985,9.55
CEMADEN,261020201A,2024,4805,0,0,0.2,1.18,9.34187999999991,12.2
CEMADEN,261020201A,2025,10295,0,0,0.39,1.18,2.95,17.99
CEMADEN,261030101A,2017,440,0,0,0.39,1.02790000000001,2.66659,2.75
CEMADEN,261030101A,2018,9706,0,0,0.39,0.98,6.75900000000002,24.02
CEMADEN,261030101A,2019,9663,0,0,0.39,0.79,5.18421999999995,17.69
CEMADEN,261030101A,2020,9378,0,0,0.39,1.57,6.81459999999992,14.05
CEMADEN,261030101A,2021,9459,0,0,0.39,1.3742,5.85519999999968,20.81
CEMADEN,261030101A,2022,3633,0,0,0.59,2.09919999999997,11.40448,18.72
CEMADEN,261030101A,2023,10448,0,0,0.39,0.98,4.44059999999998,8.52
CEMADEN,261030101A,2024,7881,0,0,0.39,0.98,5.92399999999998,20.81
CEMADEN,261030101A,2025,9354,0,0,0.39,0.98,5.36053000000084,15.8
CEMADEN,261040001A,2018,8159,0,0,0,0,1.77842,5.51
CEMADEN,261040001A,2019,7776,0,0,0.2,0.39,2.40500000000007,36.3
CEMADEN,261040001A,2020,228,0,0,0.2,0.2,0.544599999999999,0.59
CEMADEN,261040001A,2021,1724,0,0,0.39,1.134,4.24803000000002,6.93
CEMADEN,261040001A,2022,9353,0,0,0.2,1.38,5.71,9.55
CEMADEN,261040001A,2023,8570,0,0,0,0,0.2,1
CEMADEN,261040001A,2024,6919,0,0,0,0.2,1.58640000000007,4.33
CEMADEN,261040001A,2025,5851,0,0,0,0.2,2.41999999999985,6.1
CEMADEN,261040001C,2017,6184,0,0,0.2,1,4.2,9.4
CEMADEN,261040001C,2018,6207,0,0,0,0.8,5.15879999999997,8.8
CEMADEN,261040001C,2019,4963,0,0,0,0.6,4.6,6.8
CEMADEN,261040001C,2020,3154,0,0,0.2,2.29399999999996,8.66340000000046,14.2
CEMADEN,261040002A,2018,8438,0,0,0.2,1.37,7.01697000000002,16.43
CEMADEN,261040002A,2019,8432,0,0,0.2,0.98,6.43655999999988,12.47
CEMADEN,261040002A,2020,9191,0,0,0.2,1.96,9.3019999999999,18.52
CEMADEN,261040002A,2021,585,0,0,0,0.59,5.53256000000013,6.94
CEMADEN,261040002A,2023,3360,0,0,0,0.2,2.09820000000002,6.5
CEMADEN,261040002A,2024,7022,0,0,0.2,1.96,7.50559000000006,14.74
CEMADEN,261040002A,2025,6894,0,0,0,0.59,4.68411999999997,11.59
CEMADEN,261050901A,2017,391,0,0,0.2,0.79,1.66190000000001,1.97
CEMADEN,261050901A,2018,9364,0,0,0.2,1.37,5.83103000000012,12
CEMADEN,261050901A,2019,9246,0,0,0.59,1.57,5.27324999999988,10.8
CEMADEN,261050901A,2020,5694,0,0,0.42,1.97,6.36139999999996,13.22
CEMADEN,261050901A,2021,3755,0,0,0.2,0.98,4.42594000000004,14.57
CEMADEN,261050901A,2022,9970,0,0,0.59,1.77,5.31,11.39
CEMADEN,261050901A,2023,9856,0,0,0.59,1.77,5.56655000000017,11.8
CEMADEN,261050901A,2024,8401,0,0,0.39,1.77,6.76000000000004,110.35
CEMADEN,261050901A,2025,6104,0,0,0.59,2.15430000000005,5.44922999999996,50.35
CEMADEN,261060801A,2017,398,0,0,0,0.390899999999999,1.26034000000001,1.57
CEMADEN,261060801A,2018,6526,0,0,0.59,1.97,4.92,7.1
CEMADEN,261060801A,2019,9932,0,0,0.79,2.76,5.9275999999998,9.54
CEMADEN,261060801A,2020,9890,0,0,0.59,2.16,5.9,8.12
CEMADEN,261060801A,2021,2873,0,0,0.59,1.58,3.20120000000006,6.3
CEMADEN,261060802A,2017,406,0,0,0,0.581499999999998,1.69305000000001,1.77
CEMADEN,261060802A,2018,9767,0,0,0.59,1.97,5.71,7.92
CEMADEN,261060802A,2019,9562,0,0,0.79,2.16389999999999,5.31,12.2
CEMADEN,261060802A,2020,9042,0,0,0.39,1.69210000000003,5.91918000000002,13.86
CEMADEN,261060802A,2021,4133,0,0,0.487999999999938,1.38,4.30360000000008,8.53
CEMADEN,261060802A,2022,5133,0,0,0.59,2.09920000000006,5.57208000000002,11.99
CEMADEN,261060802A,2023,8953,0,0,0,0.59,1.77,4.53
CEMADEN,261060802A,2024,7831,0,0,0,0.2,1.77,3.35
CEMADEN,261060802A,2025,7363,0,0,0.59,1.57,4.65121999999998,11.87
CEMADEN,261070702A,2017,12976,0,0,0.79,2.56,5.79274999999996,11.39
CEMADEN,261070702A,2018,9361,0,0,0.59,2.84199999999994,8.92679999999964,14.64
CEMADEN,261070702A,2019,7570,0,0,0,0,0,0
CEMADEN,261070702A,2020,9315,0,0,0.39,1.97,4.72,8.8
CEMADEN,261070702A,2021,10597,0,0,0.98,3.15,7.71,15.13
CEMADEN,261070702A,2022,10101,0,0,1.37,3.94,10.3079999999998,16.23
CEMADEN,261070702A,2023,7842,0,0,0.59,2.56,6.89238999999958,13.81
CEMADEN,261070702A,2024,10007,0,0,0.79,3.35,9.38730000000027,19.55
CEMADEN,261070702A,2025,10524,0,0,1.18,3.74,9.23540000000015,14.91
CEMADEN,261070703A,2017,11666,0,0,0.59,2.56,7.46079999999958,14.93
CEMADEN,261070703A,2018,6615,0,0,0.39,1.77,5.31,8.73
CEMADEN,261070703A,2019,9402,0,0,0.98,2.95,7.01579000000003,8.75
CEMADEN,261070703A,2020,5782,0,0,0.59,1.96,4.37380000000001,8.11
CEMADEN,261070703A,2021,10283,0,0,0.98,3.74,8.67078000000016,16.22
CEMADEN,261070703A,2022,2448,0,0,0.79,4.72,15.3933799999996,20.6
CEMADEN,261070703A,2023,17,0,0,0.0399999999999999,0.168,0.1968,0.2
CEMADEN,261070703A,2024,1842,0,0,0.79,2.7559,5.61495000000032,9.35
CEMADEN,261070703A,2025,2128,0,0,0.98,3.296,7.47539000000002,11.18
CEMADEN,261070704A,2017,12483,0,0,0.59,2.36,5.80842000000001,8.14
CEMADEN,261070704A,2018,9920,0,0,0.79,2.76,7.71081,13.84
CEMADEN,261070704A,2019,9072,0,0,0.98,3.35,7.77645,16.65
CEMADEN,261070704A,2020,5806,0,0,0.42,1.95099999999997,4.58509999999995,5.9
CEMADEN,261070704A,2021,10390,0,0,0.98,3.35,7.43220000000016,11.79
CEMADEN,261070704A,2022,10474,0,0,1.37,3.74,8.94581,14.52
CEMADEN,261070704A,2023,7078,0,0,1.37,3.74,8.08073999999991,10.37
CEMADEN,261070704A,2024,2986,0,0,0.2,1.38,3.39424999999962,7.56
CEMADEN,261070704A,2025,5865,0,0,1.18,3.74,8.95856000000009,12.63
CEMADEN,261070705A,2017,14305,0,0,0.79,3.15,9.72791999999998,50.77
CEMADEN,261070705A,2018,9425,0,0,0.2,1.77,6.76031999999994,14.7
CEMADEN,261070705A,2019,9421,0,0,0.98,3.7119999999999,8.7258,26.36
CEMADEN,261070705A,2020,5891,0,0,0.59,2.36,5.90879999999998,8.93
CEMADEN,261070705A,2021,10436,0,0,0.98,3.35,7.23910000000007,11.59
CEMADEN,261070705A,2022,10271,0,0,1.18,4.40399999999987,10.8692999999998,17.89
CEMADEN,261070705A,2023,10296,0,0,0.98,3.35,8.66394999999999,12.4
CEMADEN,261070705A,2024,9390,0,0,0.79,3.16440000000002,7.71,19.14
CEMADEN,261070705A,2025,8987,0,0,0.98,3.54,8.54265999999985,11.8
CEMADEN,261070706A,2017,14081,0,0,0.79,2.36,5.69480000000001,14.02
CEMADEN,261070706A,2018,9457,0,0,0.39,2.56,7.08071999999998,19.55
CEMADEN,261070706A,2019,3812,0,0,0,0,0,0
CEMADEN,261070707A,2017,1220,0,0,0.2,0.79,3.96935999999987,6.2
CEMADEN,261070707A,2018,4424,0,0,1.57,4.53,11.1515600000001,14.91
CEMADEN,261070707A,2019,4287,0,0,1.18,3.15,4.92,1869.53
CEMADEN,261070707A,2020,10194,0,0,0.98,3.35,9.50947000000015,14.62
CEMADEN,261070707A,2021,2038,0,0,0.98,2.56,4.13963,5.71
CEMADEN,261080601A,2017,516,0,0,0,0.2,0.979150000000005,1.18
CEMADEN,261080601A,2018,9271,0,0,0.2,1.96299999999999,11.6252999999997,19.13
CEMADEN,261080601A,2019,9002,0,0,0.39,1.57,7.79991999999998,19.55
CEMADEN,261080601A,2020,9055,0,0,0.39,2.95,10.55732,52.24
CEMADEN,261080601A,2021,4565,0,0,0.39,1.64839999999994,6.44443999999976,18.32
CEMADEN,261080601A,2022,1142,0,0,1.18,3.85799999999998,12.7827699999998,15.55
CEMADEN,261080601A,2023,8358,0,0,0.39,1.37,6.00091000000004,13.63
CEMADEN,261080601A,2024,7175,0,0,0.59,3.15,12.9752,19.76
CEMADEN,261080601A,2025,4358,0,0,0.59,2.16,5.63860000000001,11.4
CEMADEN,261080601C,2017,10573,0,0,0.2,0.8,5,13.6
CEMADEN,261080601C,2018,8093,0,0,0,1,6.76320000000014,19
CEMADEN,261080601C,2019,7437,0,0,0.2,0.6,6.6,11
CEMADEN,261080601C,2020,3757,0,0,0.2,2,12.8784000000005,18
CEMADEN,261080601C,2022,6383,0,0,0.4,1.6,8.69440000000031,14.8
CEMADEN,261090501A,2023,4548,0,0,0.2,0.59,3.06248000000007,9.56
CEMADEN,261090501A,2024,8607,0,0,0.39,1.3794,6.10788000000001,13.17
CEMADEN,261090501A,2025,9440,0,0,0.2,0.98,4.64219999999994,9.55
CEMADEN,261090501C,2017,3892,0,0,0.2,0.8,2.42179999999998,5.6
CEMADEN,261090501C,2018,7831,0,0,0.2,0.6,3.46800000000003,9.2
CEMADEN,261090501C,2019,8086,0,0,0.2,1,5.78299999999999,9.8
CEMADEN,261090501C,2020,2793,0,0,0.2,1.2,5.0496000000001,10.4
CEMADEN,261090501C,2022,6633,0,0,0.4,2.4,7.36800000000039,18
CEMADEN,261090501C,2023,8082,0,0,0,0.6,8.56759999999995,18.4
CEMADEN,261090501C,2024,7033,0,0,0.2,0.6,2,5.2
CEMADEN,261090501C,2025,8902,0,0,0.2,0.8,2.41980000000003,9.6
CEMADEN,261090502A,2025,2695,0,0,0,0.2,1.2,2.2
CEMADEN,261090503A,2025,2780,0,0,0,0.4,1.0442,2.2
CEMADEN,261090504A,2025,2026,0,0,0.2,0.6,1.79499999999998,3
CEMADEN,261100201A,2023,7247,0,0,0,0.79,5.60833999999998,18.92
CEMADEN,261100201A,2024,7684,0,0,0.2,1.18,7.90317,15.57
CEMADEN,261100201A,2025,8796,0,0,0,0.59,5.32435,19.34
CEMADEN,261100201U,2017,1392,0,0,0,0.2,0.6,1.4
CEMADEN,261100201U,2018,367,0,0,0,0.067999999999995,1.34120000000003,2
CEMADEN,261110101A,2017,9005,0,0,0,0.2,2.59919999999984,8.4
CEMADEN,261110101A,2018,8980,0,0,0,0.6,5.6,12.6
CEMADEN,261110101A,2019,8451,0,0,0,0.6,3.2,11
CEMADEN,261110101A,2020,7156,0,0,0,1.2,4.56900000000005,14.2
CEMADEN,261110101A,2021,9137,0,0,0.2,1.2,8.49119999999966,19
CEMADEN,261110101A,2022,9151,0,0,0.2,1.6,6.8,9.4
CEMADEN,261110101A,2023,8394,0,0,0,0.6,4.12139999999999,10.8
CEMADEN,261110101A,2024,3751,0,0,0,1.6,9.65,13.8
