fonte_dados,cod_estacao,ano,nome_estacao,tipo_estacao,periodicidade_fonte,intervalo_modal_min,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,maior_lacuna_sem_90,n_dias_acima_esperado,n_meses_algum_valor,n_meses_80pct_dias_90
CEMADEN,260950102A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,362,359,355,1,0.991780821917808,0.991780821917808,0.983561643835616,0.972602739726027,2,151,12,12
CEMADEN,260950102A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,361,353,1,0.994520547945205,0.994520547945205,0.989041095890411,0.967123287671233,2,115,12,12
CEMADEN,260950102A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,337,334,331,317,0.967123287671233,0.923287671232877,0.915068493150685,0.906849315068493,0.868493150684932,11,118,12,10
CEMADEN,260950102A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,355,350,347,330,1,0.969945355191257,0.956284153005464,0.948087431693989,0.901639344262295,2,101,12,12
CEMADEN,260950102A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,168,167,166,166,157,0.46027397260274,0.457534246575342,0.454794520547945,0.454794520547945,0.43013698630137,199,50,7,5
CEMADEN,260950102A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,159,153,151,151,145,0.435616438356164,0.419178082191781,0.413698630136986,0.413698630136986,0.397260273972603,208,47,6,4
CEMADEN,260950102A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,363,343,1,0.997260273972603,0.997260273972603,0.994520547945205,0.93972602739726,1,129,12,12
CEMADEN,260950102A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,364,364,362,1,0.994535519125683,0.994535519125683,0.994535519125683,0.989071038251366,2,114,12,12
CEMADEN,260950102A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,362,1,1,1,0.997260273972603,0.991780821917808,1,138,12,12
CEMADEN,260950103A,2017,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,352,344,344,339,336,0.964383561643836,0.942465753424658,0.942465753424658,0.928767123287671,0.920547945205479,11,133,12,11
CEMADEN,260950103A,2018,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,362,361,357,1,0.991780821917808,0.991780821917808,0.989041095890411,0.978082191780822,2,115,12,12
CEMADEN,260950103A,2019,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,338,334,329,320,0.967123287671233,0.926027397260274,0.915068493150685,0.901369863013699,0.876712328767123,11,110,12,10
CEMADEN,260950103A,2020,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,355,353,350,339,1,0.969945355191257,0.96448087431694,0.956284153005464,0.926229508196721,2,111,12,12
CEMADEN,260950103A,2021,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,350,349,348,325,0.967123287671233,0.958904109589041,0.956164383561644,0.953424657534246,0.89041095890411,14,125,12,11
CEMADEN,260950103A,2022,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,356,355,353,335,1,0.975342465753425,0.972602739726027,0.967123287671233,0.917808219178082,5,140,12,12
CEMADEN,260950103A,2023,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,363,363,358,1,0.997260273972603,0.994520547945205,0.994520547945205,0.980821917808219,1,148,12,12
CEMADEN,260950103A,2024,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,68,65,65,65,64,0.185792349726776,0.177595628415301,0.177595628415301,0.177595628415301,0.174863387978142,299,19,3,2
CEMADEN,260950103A,2025,Fazenda Sertãozinho,PLUVIOMETRICA_AUTOMATICA,,,1,BAIXA,FALSE,365,2,2,2,2,2,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.00547945205479452,278,0,2,0
CEMADEN,260950104A,2017,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,43,40,39,38,21,0.117808219178082,0.10958904109589,0.106849315068493,0.104109589041096,0.0575342465753425,324,3,2,1
CEMADEN,260950104A,2018,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,360,359,356,335,1,0.986301369863014,0.983561643835616,0.975342465753425,0.917808219178082,2,114,12,12
CEMADEN,260950104A,2019,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,352,335,332,330,320,0.964383561643836,0.917808219178082,0.90958904109589,0.904109589041096,0.876712328767123,11,125,12,11
CEMADEN,260950104A,2020,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,352,350,347,347,336,0.961748633879781,0.956284153005464,0.948087431693989,0.948087431693989,0.918032786885246,16,98,12,11
CEMADEN,260950104A,2021,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,198,92,88,86,81,0.542465753424658,0.252054794520548,0.241095890410959,0.235616438356164,0.221917808219178,162,44,8,2
CEMADEN,260950104A,2022,NAZARE DA MATA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,213,201,200,198,191,0.583561643835617,0.550684931506849,0.547945205479452,0.542465753424658,0.523287671232877,108,77,9,6
CEMADEN,260960001A,2017,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,365,50,50,49,17,1,0.136986301369863,0.136986301369863,0.134246575342466,0.0465753424657534,172,0,12,1
CEMADEN,260960001A,2018,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,332,330,330,329,322,0.90958904109589,0.904109589041096,0.904109589041096,0.901369863013699,0.882191780821918,34,182,11,11
CEMADEN,260960001A,2019,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,104,66,64,60,52,0.284931506849315,0.180821917808219,0.175342465753425,0.164383561643836,0.142465753424658,166,33,6,0
CEMADEN,260960001A,2020,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,105,71,68,63,61,0.286885245901639,0.193989071038251,0.185792349726776,0.172131147540984,0.166666666666667,157,40,5,1
CEMADEN,260960001A,2021,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,306,301,301,301,299,0.838356164383562,0.824657534246575,0.824657534246575,0.824657534246575,0.819178082191781,58,166,11,10
CEMADEN,260960001A,2022,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,361,361,360,1,0.994520547945205,0.989041095890411,0.989041095890411,0.986301369863014,1,255,12,12
CEMADEN,260960001A,2023,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,360,360,360,359,0.994520547945205,0.986301369863014,0.986301369863014,0.986301369863014,0.983561643835616,4,207,12,12
CEMADEN,260960001A,2024,Águas Compridas,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,103,86,85,85,84,0.281420765027322,0.234972677595628,0.23224043715847,0.23224043715847,0.229508196721311,143,48,7,2
CEMADEN,260960001G,2019,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,93,87,83,76,65,0.254794520547945,0.238356164383562,0.227397260273973,0.208219178082192,0.178082191780822,273,11,4,2
CEMADEN,260960001G,2020,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,356,341,339,324,285,0.972677595628415,0.931693989071038,0.926229508196721,0.885245901639344,0.778688524590164,9,133,12,10
CEMADEN,260960001G,2021,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,362,358,357,356,355,0.991780821917808,0.980821917808219,0.978082191780822,0.975342465753425,0.972602739726027,6,170,12,12
CEMADEN,260960001G,2022,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,356,355,352,1,0.983561643835616,0.975342465753425,0.972602739726027,0.964383561643836,4,182,12,12
CEMADEN,260960001G,2023,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,364,361,361,361,360,0.997260273972603,0.989041095890411,0.989041095890411,0.989041095890411,0.986301369863014,3,176,12,12
CEMADEN,260960001G,2024,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,324,251,224,219,210,0.885245901639344,0.685792349726776,0.612021857923497,0.598360655737705,0.573770491803279,73,110,12,6
CEMADEN,260960001G,2025,Caixa D'Água,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,33,0,0,0,0,0.0904109589041096,0,0,0,0,365,0,4,0
CEMADEN,260960002A,2017,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,357,352,351,350,347,0.978082191780822,0.964383561643836,0.961643835616438,0.958904109589041,0.950684931506849,7,184,12,11
CEMADEN,260960002A,2018,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,363,359,1,0.994520547945205,0.994520547945205,0.994520547945205,0.983561643835616,1,156,12,12
CEMADEN,260960002A,2019,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,354,337,334,331,324,0.96986301369863,0.923287671232877,0.915068493150685,0.906849315068493,0.887671232876712,11,146,12,10
CEMADEN,260960002A,2020,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,220,199,196,191,186,0.601092896174863,0.543715846994536,0.53551912568306,0.521857923497268,0.508196721311475,92,104,9,6
CEMADEN,260960002A,2021,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,306,305,305,305,299,0.838356164383562,0.835616438356164,0.835616438356164,0.835616438356164,0.819178082191781,59,161,10,10
CEMADEN,260960002A,2022,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,213,194,192,187,158,0.583561643835617,0.531506849315069,0.526027397260274,0.512328767123288,0.432876712328767,83,17,10,3
CEMADEN,260960002A,2023,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,173,170,168,168,168,0.473972602739726,0.465753424657534,0.46027397260274,0.46027397260274,0.46027397260274,195,68,6,5
CEMADEN,260960002A,2024,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,245,205,201,198,189,0.669398907103825,0.560109289617486,0.549180327868853,0.540983606557377,0.516393442622951,92,91,10,5
CEMADEN,260960002A,2025,Aguazinha,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,2,1,1,1,1,0.00547945205479452,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,364,1,1,0
CEMADEN,260960003A,2017,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,362,362,360,356,0.994520547945205,0.991780821917808,0.991780821917808,0.986301369863014,0.975342465753425,2,193,12,12
CEMADEN,260960003A,2018,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,358,354,1,0.989041095890411,0.986301369863014,0.980821917808219,0.96986301369863,2,147,12,12
CEMADEN,260960003A,2019,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,345,326,321,321,318,0.945205479452055,0.893150684931507,0.879452054794521,0.879452054794521,0.871232876712329,13,142,12,9
CEMADEN,260960003A,2020,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,225,211,210,210,208,0.614754098360656,0.576502732240437,0.573770491803279,0.573770491803279,0.568306010928962,154,33,9,7
CEMADEN,260960003A,2021,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,364,359,359,359,354,0.997260273972603,0.983561643835616,0.983561643835616,0.983561643835616,0.96986301369863,3,143,12,12
CEMADEN,260960003A,2022,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,336,317,316,315,307,0.920547945205479,0.868493150684932,0.865753424657534,0.863013698630137,0.841095890410959,13,162,12,9
CEMADEN,260960003A,2023,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,244,137,127,120,110,0.668493150684932,0.375342465753425,0.347945205479452,0.328767123287671,0.301369863013699,49,78,12,1
CEMADEN,260960003A,2024,Bonsucesso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,102,80,77,76,75,0.278688524590164,0.218579234972678,0.210382513661202,0.207650273224044,0.204918032786885,163,42,4,0
CEMADEN,260960004A,2017,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,365,28,25,21,19,1,0.0767123287671233,0.0684931506849315,0.0575342465753425,0.052054794520548,180,0,12,0
CEMADEN,260960004A,2018,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,360,359,356,351,1,0.986301369863014,0.983561643835616,0.975342465753425,0.961643835616438,2,143,12,12
CEMADEN,260960004A,2019,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,354,339,336,335,331,0.96986301369863,0.928767123287671,0.920547945205479,0.917808219178082,0.906849315068493,11,142,12,10
CEMADEN,260960004A,2020,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,365,365,362,358,1,0.997267759562842,0.997267759562842,0.989071038251366,0.978142076502732,1,139,12,12
CEMADEN,260960004A,2021,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,358,352,352,351,348,0.980821917808219,0.964383561643836,0.964383561643836,0.961643835616438,0.953424657534246,7,165,12,11
CEMADEN,260960004A,2022,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,287,260,258,253,231,0.786301369863014,0.712328767123288,0.706849315068493,0.693150684931507,0.632876712328767,100,95,10,8
CEMADEN,260960004A,2023,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,324,321,320,320,306,0.887671232876712,0.879452054794521,0.876712328767123,0.876712328767123,0.838356164383562,40,146,12,10
CEMADEN,260960004A,2024,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,232,127,126,125,125,0.633879781420765,0.346994535519126,0.344262295081967,0.341530054644809,0.341530054644809,173,59,12,3
CEMADEN,260960004A,2025,Jardim Fragoso,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,360,359,359,358,354,0.986301369863014,0.983561643835616,0.983561643835616,0.980821917808219,0.96986301369863,6,175,12,12
CEMADEN,260960005A,2017,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,364,362,362,361,357,0.997260273972603,0.991780821917808,0.991780821917808,0.989041095890411,0.978082191780822,2,195,12,12
CEMADEN,260960005A,2018,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,358,353,1,0.989041095890411,0.986301369863014,0.980821917808219,0.967123287671233,2,154,12,12
CEMADEN,260960005A,2019,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,333,331,329,325,0.967123287671233,0.912328767123288,0.906849315068493,0.901369863013699,0.89041095890411,11,150,12,10
CEMADEN,260960005A,2020,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,173,121,121,121,120,0.472677595628415,0.330601092896175,0.330601092896175,0.330601092896175,0.327868852459016,154,73,7,4
CEMADEN,260960005A,2021,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,310,309,307,305,302,0.849315068493151,0.846575342465753,0.841095890410959,0.835616438356164,0.827397260273973,56,168,11,10
CEMADEN,260960005A,2022,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,359,358,352,1,0.989041095890411,0.983561643835616,0.980821917808219,0.964383561643836,2,181,12,12
CEMADEN,260960005A,2023,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,364,362,355,1,1,0.997260273972603,0.991780821917808,0.972602739726027,2,172,12,12
CEMADEN,260960005A,2024,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,360,359,356,351,1,0.983606557377049,0.980874316939891,0.972677595628415,0.959016393442623,3,145,12,12
CEMADEN,260960005A,2025,Tabajara,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,105,104,104,103,97,0.287671232876712,0.284931506849315,0.284931506849315,0.282191780821918,0.265753424657534,261,42,4,3
CEMADEN,260970901A,2023,Orobó [Secretária de Agricultura] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,166,165,165,164,160,0.454794520547945,0.452054794520548,0.452054794520548,0.449315068493151,0.438356164383562,200,63,6,5
CEMADEN,260970901A,2024,Orobó [Secretária de Agricultura] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,345,317,314,304,300,0.942622950819672,0.866120218579235,0.85792349726776,0.830601092896175,0.819672131147541,13,110,12,8
CEMADEN,260970901A,2025,Orobó [Secretária de Agricultura] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,203,185,183,176,170,0.556164383561644,0.506849315068493,0.501369863013699,0.482191780821918,0.465753424657534,112,71,10,5
CEMADEN,260970901C,2017,OROBO,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,185,76,74,67,64,0.506849315068493,0.208219178082192,0.202739726027397,0.183561643835616,0.175342465753425,151,0,10,0
CEMADEN,260970901C,2018,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,318,305,303,303,302,0.871232876712329,0.835616438356164,0.83013698630137,0.83013698630137,0.827397260273973,24,101,12,9
CEMADEN,260970901C,2019,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,285,277,269,266,0.967123287671233,0.780821917808219,0.758904109589041,0.736986301369863,0.728767123287671,43,102,12,7
CEMADEN,260970901C,2020,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,259,249,241,238,1,0.707650273224044,0.680327868852459,0.658469945355191,0.650273224043716,52,103,12,7
CEMADEN,260970901C,2021,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,359,88,51,36,30,0.983561643835616,0.241095890410959,0.13972602739726,0.0986301369863014,0.0821917808219178,130,10,12,0
CEMADEN,260970901C,2022,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,362,362,1,0.994520547945205,0.994520547945205,0.991780821917808,0.991780821917808,2,156,12,12
CEMADEN,260970901C,2023,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,360,360,360,360,0.994520547945205,0.986301369863014,0.986301369863014,0.986301369863014,0.986301369863014,3,157,12,12
CEMADEN,260970901C,2024,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,338,327,327,326,323,0.923497267759563,0.89344262295082,0.89344262295082,0.890710382513661,0.882513661202186,15,105,12,9
CEMADEN,260970901C,2025,OROBO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,361,349,349,347,321,0.989041095890411,0.956164383561644,0.956164383561644,0.950684931506849,0.879452054794521,3,136,12,11
CEMADEN,260980801A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,188,187,186,184,173,0.515068493150685,0.512328767123288,0.50958904109589,0.504109589041096,0.473972602739726,178,21,7,6
CEMADEN,260980801A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,359,355,355,353,319,0.983561643835616,0.972602739726027,0.972602739726027,0.967123287671233,0.873972602739726,8,37,12,11
CEMADEN,260980801A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,337,299,297,296,243,0.923287671232877,0.819178082191781,0.813698630136986,0.810958904109589,0.665753424657534,22,32,12,8
CEMADEN,260980801A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,201,186,183,182,168,0.549180327868853,0.508196721311475,0.5,0.497267759562842,0.459016393442623,173,16,8,6
CEMADEN,260980801A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,365,362,362,360,345,1,0.991780821917808,0.991780821917808,0.986301369863014,0.945205479452055,1,50,12,12
CEMADEN,260980801A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,356,352,346,304,1,0.975342465753425,0.964383561643836,0.947945205479452,0.832876712328767,2,52,12,12
CEMADEN,260980801A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,362,353,353,353,349,0.991780821917808,0.967123287671233,0.967123287671233,0.967123287671233,0.956164383561644,9,36,12,11
CEMADEN,260980801A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,345,312,312,312,307,0.942622950819672,0.852459016393443,0.852459016393443,0.852459016393443,0.83879781420765,54,33,12,10
CEMADEN,260980801A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,295,278,276,273,262,0.808219178082192,0.761643835616438,0.756164383561644,0.747945205479452,0.717808219178082,50,28,11,7
CEMADEN,260980801C,2017,OROCÓ,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,106,10,10,9,8,0.29041095890411,0.0273972602739726,0.0273972602739726,0.0246575342465753,0.0219178082191781,183,0,10,0
CEMADEN,260980801C,2018,OROCÓ,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,283,27,19,10,2,0.775342465753425,0.073972602739726,0.052054794520548,0.0273972602739726,0.00547945205479452,243,1,12,0
CEMADEN,260980801C,2019,OROCÓ,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,276,1,1,0,0,0.756164383561644,0.00273972602739726,0.00273972602739726,0,0,365,0,11,0
CEMADEN,260980801C,2020,OROCÓ,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,80,0,0,0,0,0.218579234972678,0,0,0,0,366,0,5,0
CEMADEN,260990701A,2024,Ouricuri [IPA] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,119,110,110,108,101,0.325136612021858,0.300546448087432,0.300546448087432,0.295081967213115,0.275956284153005,244,6,5,3
CEMADEN,260990701A,2025,Ouricuri [IPA] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,269,235,227,222,208,0.736986301369863,0.643835616438356,0.621917808219178,0.608219178082192,0.56986301369863,59,32,12,5
CEMADEN,260990701C,2017,OURICURI,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,92,6,6,5,3,0.252054794520548,0.0164383561643836,0.0164383561643836,0.0136986301369863,0.00821917808219178,213,0,10,0
CEMADEN,260990701C,2018,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,340,324,324,323,322,0.931506849315068,0.887671232876712,0.887671232876712,0.884931506849315,0.882191780821918,34,42,12,11
CEMADEN,260990701C,2019,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,212,89,85,80,74,0.580821917808219,0.243835616438356,0.232876712328767,0.219178082191781,0.202739726027397,73,16,12,1
CEMADEN,260990701C,2020,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,366,17,4,0,0,0,0.046448087431694,0.0109289617486339,0,0,0,366,0,4,0
CEMADEN,260990701C,2022,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,195,193,193,193,189,0.534246575342466,0.528767123287671,0.528767123287671,0.528767123287671,0.517808219178082,171,14,7,6
CEMADEN,260990701C,2023,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,365,365,364,364,358,1,1,0.997260273972603,0.997260273972603,0.980821917808219,1,0,12,12
CEMADEN,260990701C,2024,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,337,329,329,328,286,0.920765027322404,0.898907103825137,0.898907103825137,0.896174863387978,0.781420765027322,28,30,12,11
CEMADEN,260990701C,2025,OURICURI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,364,359,358,355,327,0.997260273972603,0.983561643835616,0.980821917808219,0.972602739726027,0.895890410958904,3,14,12,11
CEMADEN,261000402A,2017,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,345,342,341,338,334,0.945205479452055,0.936986301369863,0.934246575342466,0.926027397260274,0.915068493150685,19,187,12,11
CEMADEN,261000402A,2018,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,333,331,331,329,317,0.912328767123288,0.906849315068493,0.906849315068493,0.901369863013699,0.868493150684932,34,130,12,10
CEMADEN,261000402A,2019,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,355,339,333,332,321,0.972602739726027,0.928767123287671,0.912328767123288,0.90958904109589,0.879452054794521,11,146,12,10
CEMADEN,261000402A,2020,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,354,352,348,339,1,0.967213114754098,0.961748633879781,0.950819672131147,0.926229508196721,2,157,12,12
CEMADEN,261000402A,2021,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,359,353,353,352,321,0.983561643835616,0.967123287671233,0.967123287671233,0.964383561643836,0.879452054794521,11,50,12,11
CEMADEN,261000402A,2022,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,333,279,277,275,263,0.912328767123288,0.764383561643836,0.758904109589041,0.753424657534247,0.72054794520548,61,156,12,9
CEMADEN,261000402A,2023,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,204,198,198,196,191,0.558904109589041,0.542465753424658,0.542465753424658,0.536986301369863,0.523287671232877,131,95,9,6
CEMADEN,261000402A,2024,Japaranduba,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,260,217,208,205,200,0.710382513661202,0.592896174863388,0.568306010928962,0.560109289617486,0.546448087431694,62,83,12,4
