fonte_dados,cod_estacao,ano,nome_estacao,tipo_estacao,periodicidade_fonte,intervalo_modal_min,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,maior_lacuna_sem_90,n_dias_acima_esperado,n_meses_algum_valor,n_meses_80pct_dias_90
CEMADEN,260080702A,2019,ALTINHO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,343,324,322,322,311,0.93972602739726,0.887671232876712,0.882191780821918,0.882191780821918,0.852054794520548,16,116,12,9
CEMADEN,260080702A,2020,ALTINHO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,358,343,342,339,332,0.978142076502732,0.937158469945355,0.934426229508197,0.926229508196721,0.907103825136612,22,121,12,11
CEMADEN,260080702A,2021,ALTINHO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,363,357,332,1,0.997260273972603,0.994520547945205,0.978082191780822,0.90958904109589,1,123,12,12
CEMADEN,260080702A,2022,ALTINHO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,186,183,183,182,174,0.50958904109589,0.501369863013699,0.501369863013699,0.498630136986301,0.476712328767123,177,78,7,6
CEMADEN,260090601A,2017,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,46,44,43,39,21,0.126027397260274,0.120547945205479,0.117808219178082,0.106849315068493,0.0575342465753425,320,4,2,1
CEMADEN,260090601A,2018,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,361,358,337,1,0.991780821917808,0.989041095890411,0.980821917808219,0.923287671232877,2,166,12,12
CEMADEN,260090601A,2019,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,354,346,345,343,328,0.96986301369863,0.947945205479452,0.945205479452055,0.93972602739726,0.898630136986301,12,166,12,11
CEMADEN,260090601A,2020,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,357,349,349,345,334,0.975409836065574,0.953551912568306,0.953551912568306,0.942622950819672,0.912568306010929,15,165,12,10
CEMADEN,260090601A,2021,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,197,191,189,183,181,0.53972602739726,0.523287671232877,0.517808219178082,0.501369863013699,0.495890410958904,170,81,8,6
CEMADEN,260090601A,2022,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,354,353,337,1,0.983561643835616,0.96986301369863,0.967123287671233,0.923287671232877,2,187,12,12
CEMADEN,260090601A,2023,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,363,358,1,0.997260273972603,0.997260273972603,0.994520547945205,0.980821917808219,1,200,12,12
CEMADEN,260090601A,2024,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,334,329,329,328,322,0.912568306010929,0.898907103825137,0.898907103825137,0.896174863387978,0.879781420765027,30,150,12,10
CEMADEN,260090601A,2025,AMARAJI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,300,267,266,261,257,0.821917808219178,0.731506849315069,0.728767123287671,0.715068493150685,0.704109589041096,46,150,12,8
CEMADEN,260090602A,2025,G2-260090602A,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,124,122,122,121,111,0.33972602739726,0.334246575342466,0.334246575342466,0.331506849315069,0.304109589041096,241,40,5,4
CEMADEN,260090603A,2025,G2-260090603A,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,124,120,119,118,112,0.33972602739726,0.328767123287671,0.326027397260274,0.323287671232877,0.306849315068493,241,40,5,4
CEMADEN,260090604A,2025,G2-260090604A,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,73,42,42,41,37,0.2,0.115068493150685,0.115068493150685,0.112328767123288,0.101369863013699,241,24,5,1
CEMADEN,260100301A,2017,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,26,24,24,23,16,0.0712328767123288,0.0657534246575342,0.0657534246575342,0.063013698630137,0.0438356164383562,341,3,1,0
CEMADEN,260100301A,2018,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,361,360,342,1,0.991780821917808,0.989041095890411,0.986301369863014,0.936986301369863,2,132,12,12
CEMADEN,260100301A,2019,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,294,283,281,279,270,0.805479452054795,0.775342465753425,0.76986301369863,0.764383561643836,0.73972602739726,47,131,12,9
CEMADEN,260100301A,2020,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,183,181,178,177,169,0.5,0.494535519125683,0.486338797814208,0.483606557377049,0.461748633879781,167,100,7,5
CEMADEN,260100301A,2021,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,92,87,84,78,74,0.252054794520548,0.238356164383562,0.23013698630137,0.213698630136986,0.202739726027397,220,37,4,1
CEMADEN,260100301A,2022,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,101,99,95,93,88,0.276712328767123,0.271232876712329,0.26027397260274,0.254794520547945,0.241095890410959,265,24,4,3
CEMADEN,260100301A,2023,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,363,362,356,1,0.997260273972603,0.994520547945205,0.991780821917808,0.975342465753425,1,148,12,12
CEMADEN,260100301A,2024,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,358,345,344,342,333,0.978142076502732,0.942622950819672,0.939890710382514,0.934426229508197,0.909836065573771,9,129,12,11
CEMADEN,260100301A,2025,ANGELIM - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,217,175,174,172,165,0.594520547945206,0.479452054794521,0.476712328767123,0.471232876712329,0.452054794520548,120,72,10,5
CEMADEN,260105201A,2017,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,53,52,51,49,34,0.145205479452055,0.142465753424658,0.13972602739726,0.134246575342466,0.0931506849315068,312,7,2,1
CEMADEN,260105201A,2018,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,361,341,1,0.994520547945205,0.994520547945205,0.989041095890411,0.934246575342466,1,145,12,12
CEMADEN,260105201A,2019,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,324,313,313,311,303,0.887671232876712,0.857534246575342,0.857534246575342,0.852054794520548,0.83013698630137,40,138,12,10
CEMADEN,260105201A,2020,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,362,362,351,1,0.994535519125683,0.989071038251366,0.989071038251366,0.959016393442623,1,144,12,12
CEMADEN,260105201A,2021,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,183,170,170,168,160,0.501369863013699,0.465753424657534,0.465753424657534,0.46027397260274,0.438356164383562,187,71,8,4
CEMADEN,260105201A,2022,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,305,266,262,259,256,0.835616438356164,0.728767123287671,0.717808219178082,0.70958904109589,0.701369863013699,84,120,12,8
CEMADEN,260105201A,2023,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,356,355,349,1,0.983561643835616,0.975342465753425,0.972602739726027,0.956164383561644,3,155,12,12
CEMADEN,260105201A,2024,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,346,334,332,330,327,0.945355191256831,0.912568306010929,0.907103825136612,0.901639344262295,0.89344262295082,16,114,12,10
CEMADEN,260105201A,2025,ARACOIABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,363,1,1,1,0.997260273972603,0.994520547945205,1,158,12,12
CEMADEN,260110201A,2018,GERGILIN - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,208,202,201,200,184,0.56986301369863,0.553424657534247,0.550684931506849,0.547945205479452,0.504109589041096,158,0,7,6
CEMADEN,260110201A,2019,GERGILIN - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,343,329,326,323,304,0.93972602739726,0.901369863013699,0.893150684931507,0.884931506849315,0.832876712328767,12,0,12,9
CEMADEN,260110201A,2020,GERGILIN - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,194,178,176,172,165,0.530054644808743,0.486338797814208,0.480874316939891,0.469945355191257,0.450819672131148,150,0,8,4
CEMADEN,260110201A,2021,GERGILIN - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,FALSE,365,4,3,3,3,3,0.010958904109589,0.00821917808219178,0.00821917808219178,0.00821917808219178,0.00821917808219178,299,0,1,0
CEMADEN,260110201A,2024,GERGILIN - APAC,PLUVIOMETRICA_AUTOMATICA,,,1,BAIXA,FALSE,366,1,1,1,1,1,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,192,0,1,0
CEMADEN,260110202A,2024,Araripina - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,123,109,109,107,107,0.336065573770492,0.297814207650273,0.297814207650273,0.292349726775956,0.292349726775956,117,11,9,1
CEMADEN,260110202A,2025,Araripina - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,359,1,1,1,0.997260273972603,0.983561643835616,1,63,12,12
CEMADEN,260110203A,2025,G2-260110203A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,101,99,99,96,84,0.276712328767123,0.271232876712329,0.271232876712329,0.263013698630137,0.23013698630137,265,11,4,3
CEMADEN,260110204A,2025,G2-260110204A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,102,101,100,100,91,0.279452054794521,0.276712328767123,0.273972602739726,0.273972602739726,0.249315068493151,265,11,4,3
CEMADEN,260110206A,2025,G2-260110206A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,101,100,100,99,94,0.276712328767123,0.273972602739726,0.273972602739726,0.271232876712329,0.257534246575342,265,10,4,3
CEMADEN,260110207A,2025,G2-260110207A,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,95,93,93,92,68,0.26027397260274,0.254794520547945,0.254794520547945,0.252054794520548,0.186301369863014,272,11,4,3
CEMADEN,260120101A,2023,IPOJUCA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,185,183,182,182,179,0.506849315068493,0.501369863013699,0.498630136986301,0.498630136986301,0.49041095890411,181,26,7,6
CEMADEN,260120101A,2024,IPOJUCA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,330,304,302,291,281,0.901639344262295,0.830601092896175,0.825136612021858,0.795081967213115,0.76775956284153,18,66,12,7
CEMADEN,260120101A,2025,IPOJUCA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,261,238,234,228,213,0.715068493150685,0.652054794520548,0.641095890410959,0.624657534246575,0.583561643835617,56,41,12,5
CEMADEN,260120101C,2017,ARCOVERDE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,74,65,65,64,63,0.202739726027397,0.178082191780822,0.178082191780822,0.175342465753425,0.172602739726027,144,6,5,1
CEMADEN,260120101C,2018,ARCOVERDE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,351,277,260,235,216,0.961643835616438,0.758904109589041,0.712328767123288,0.643835616438356,0.591780821917808,60,41,12,5
CEMADEN,260120101C,2019,ARCOVERDE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,234,141,141,141,139,0.641095890410959,0.386301369863014,0.386301369863014,0.386301369863014,0.380821917808219,126,58,8,3
CEMADEN,260120101C,2020,ARCOVERDE,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,366,22,2,2,2,2,0.0601092896174863,0.00546448087431694,0.00546448087431694,0.00546448087431694,0.00546448087431694,179,1,2,0
CEMADEN,260120101C,2022,ARCOVERDE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,8,6,6,6,6,0.0219178082191781,0.0164383561643836,0.0164383561643836,0.0164383561643836,0.0164383561643836,185,6,1,0
CEMADEN,260130001A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,365,27,19,16,14,1,0.073972602739726,0.052054794520548,0.0438356164383562,0.0383561643835616,164,0,12,0
CEMADEN,260130001A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,356,350,1,0.989041095890411,0.986301369863014,0.975342465753425,0.958904109589041,2,151,12,12
CEMADEN,260130001A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,354,342,337,333,323,0.96986301369863,0.936986301369863,0.923287671232877,0.912328767123288,0.884931506849315,11,146,12,10
CEMADEN,260130001A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,356,353,350,338,1,0.972677595628415,0.96448087431694,0.956284153005464,0.923497267759563,3,151,12,12
CEMADEN,260130001A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,360,322,1,0.997260273972603,0.997260273972603,0.986301369863014,0.882191780821918,1,158,12,12
CEMADEN,260130001A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,357,353,338,1,0.983561643835616,0.978082191780822,0.967123287671233,0.926027397260274,5,188,12,12
CEMADEN,260130001A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,363,345,1,1,1,0.994520547945205,0.945205479452055,1,179,12,12
CEMADEN,260130001A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,363,362,335,1,0.994535519125683,0.991803278688525,0.989071038251366,0.915300546448087,2,160,12,12
CEMADEN,260130001A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,305,281,281,276,265,0.835616438356164,0.76986301369863,0.76986301369863,0.756164383561644,0.726027397260274,45,140,12,8
CEMADEN,260130002A,2019,BARRA DE GUABIRABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,212,190,185,181,179,0.580821917808219,0.520547945205479,0.506849315068493,0.495890410958904,0.49041095890411,134,97,8,4
CEMADEN,260130002A,2020,BARRA DE GUABIRABA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,43,0,0,0,0,0.117486338797814,0,0,0,0,366,0,3,0
CEMADEN,260130002A,2023,BARRA DE GUABIRABA - APAC,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,1,0,0,0,0,0.00273972602739726,0,0,0,0,365,0,1,0
CEMADEN,260130016H,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,237,236,236,236,236,0.649315068493151,0.646575342465753,0.646575342465753,0.646575342465753,0.646575342465753,129,133,8,7
CEMADEN,260130016H,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,366,366,366,366,1,1,1,1,1,0,162,12,12
CEMADEN,260130016H,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,364,1,1,1,0.997260273972603,0.997260273972603,1,181,12,12
CEMADEN,260140901A,2017,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,365,362,1,1,1,1,0.991780821917808,0,221,12,12
CEMADEN,260140901A,2018,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,363,360,1,0.994520547945205,0.994520547945205,0.994520547945205,0.986301369863014,2,197,12,12
CEMADEN,260140901A,2019,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,352,346,345,331,0.994520547945205,0.964383561643836,0.947945205479452,0.945205479452055,0.906849315068493,5,173,12,11
CEMADEN,260140901A,2020,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,361,360,349,316,1,0.986338797814208,0.983606557377049,0.953551912568306,0.863387978142077,3,131,12,11
CEMADEN,260140901A,2021,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,344,329,327,323,312,0.942465753424658,0.901369863013699,0.895890410958904,0.884931506849315,0.854794520547945,30,31,12,11
CEMADEN,260140901A,2022,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,273,266,263,260,259,0.747945205479452,0.728767123287671,0.72054794520548,0.712328767123288,0.70958904109589,96,149,10,9
CEMADEN,260140901A,2023,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,364,360,360,360,356,0.997260273972603,0.986301369863014,0.986301369863014,0.986301369863014,0.975342465753425,4,194,12,12
CEMADEN,260140901A,2024,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,311,282,281,280,276,0.849726775956284,0.770491803278689,0.76775956284153,0.765027322404372,0.754098360655738,71,130,12,8
CEMADEN,260140901A,2025,Barreiros,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,256,228,227,224,219,0.701369863013699,0.624657534246575,0.621917808219178,0.613698630136986,0.6,91,147,10,7
CEMADEN,260140901H,2017,Barreiros,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,227,8,5,1,0,0.621917808219178,0.0219178082191781,0.0136986301369863,0.00273972602739726,0,200,0,10,0
CEMADEN,260140901H,2020,Rio Caruma,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,74,72,72,68,62,0.202185792349727,0.19672131147541,0.19672131147541,0.185792349726776,0.169398907103825,293,18,3,2
CEMADEN,260140901H,2021,Rio Caruma,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,294,290,290,285,268,0.805479452054795,0.794520547945206,0.794520547945206,0.780821917808219,0.734246575342466,68,132,10,9
CEMADEN,260140902A,2017,Rod. Armínio Cuil Hi Rme,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,360,1,1,1,0.997260273972603,0.986301369863014,1,219,12,12
CEMADEN,260140902A,2018,Rod. Armínio Cuil Hi Rme,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,363,352,1,0.994520547945205,0.994520547945205,0.994520547945205,0.964383561643836,2,171,12,12
CEMADEN,260140902A,2019,Rod. Armínio Cuil Hi Rme,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,355,343,338,336,319,0.972602739726027,0.93972602739726,0.926027397260274,0.920547945205479,0.873972602739726,11,164,12,11
CEMADEN,260140902A,2020,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,359,356,340,298,1,0.980874316939891,0.972677595628415,0.92896174863388,0.814207650273224,3,153,12,10
CEMADEN,260140902A,2021,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,207,206,205,205,196,0.567123287671233,0.564383561643836,0.561643835616438,0.561643835616438,0.536986301369863,159,119,7,7
CEMADEN,260140902A,2022,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,262,230,227,223,218,0.717808219178082,0.63013698630137,0.621917808219178,0.610958904109589,0.597260273972603,60,124,12,6
CEMADEN,260140902A,2023,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,364,364,347,1,1,0.997260273972603,0.997260273972603,0.950684931506849,1,199,12,12
CEMADEN,260140902A,2024,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,363,362,351,1,0.994535519125683,0.991803278688525,0.989071038251366,0.959016393442623,2,168,12,12
CEMADEN,260140902A,2025,Hospital Municipal,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,310,306,306,305,297,0.849315068493151,0.838356164383562,0.838356164383562,0.835616438356164,0.813698630136986,39,161,12,9
CEMADEN,260140903A,2017,BARREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,42,40,40,40,29,0.115068493150685,0.10958904109589,0.10958904109589,0.10958904109589,0.0794520547945206,325,9,2,1
CEMADEN,260140903A,2018,BARREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,363,346,1,0.997260273972603,0.997260273972603,0.994520547945205,0.947945205479452,1,170,12,12
CEMADEN,260140903A,2019,BARREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,318,304,301,298,293,0.871232876712329,0.832876712328767,0.824657534246575,0.816438356164383,0.802739726027397,40,164,11,10
CEMADEN,260140903A,2021,BARREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,107,0,0,0,0,0.293150684931507,0,0,0,0,365,0,5,0
CEMADEN,260140903A,2022,BARREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,3,0,0,0,0,0.00821917808219178,0,0,0,0,365,0,1,0
CEMADEN,260140917H,2023,Zona Rural,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,236,235,235,235,235,0.646575342465753,0.643835616438356,0.643835616438356,0.643835616438356,0.643835616438356,130,142,8,7
CEMADEN,260140917H,2024,Zona Rural,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,366,366,366,366,1,1,1,1,1,0,201,12,12
CEMADEN,260140917H,2025,Zona Rural,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,358,357,357,356,355,0.980821917808219,0.978082191780822,0.978082191780822,0.975342465753425,0.972602739726027,8,213,12,11
CEMADEN,260150802A,2017,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,298,285,283,278,274,0.816438356164383,0.780821917808219,0.775342465753425,0.761643835616438,0.750684931506849,27,129,12,9
CEMADEN,260150802A,2018,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,362,361,353,1,0.994520547945205,0.991780821917808,0.989041095890411,0.967123287671233,2,150,12,12
CEMADEN,260150802A,2019,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,338,325,322,318,308,0.926027397260274,0.89041095890411,0.882191780821918,0.871232876712329,0.843835616438356,16,140,12,10
CEMADEN,260150802A,2020,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,233,187,186,184,173,0.636612021857924,0.510928961748634,0.508196721311475,0.502732240437159,0.472677595628415,177,59,9,6
CEMADEN,260150802A,2021,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,362,323,1,0.997260273972603,0.997260273972603,0.991780821917808,0.884931506849315,1,159,12,12
CEMADEN,260150802A,2022,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,357,355,326,1,0.989041095890411,0.978082191780822,0.972602739726027,0.893150684931507,4,178,12,12
CEMADEN,260150802A,2023,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,363,363,358,1,1,0.994520547945205,0.994520547945205,0.980821917808219,1,172,12,12
CEMADEN,260150802A,2024,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,363,362,362,358,1,0.991803278688525,0.989071038251366,0.989071038251366,0.978142076502732,2,151,12,12
CEMADEN,260150802A,2025,Batateiras,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,363,361,1,0.997260273972603,0.997260273972603,0.994520547945205,0.989041095890411,1,172,12,12
CEMADEN,260170601A,2023,Belo Jardim [15 BPM] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,43,41,41,41,41,0.117808219178082,0.112328767123288,0.112328767123288,0.112328767123288,0.112328767123288,221,13,2,1
CEMADEN,260170601A,2024,Belo Jardim [15 BPM] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,341,328,328,326,320,0.931693989071038,0.896174863387978,0.896174863387978,0.890710382513661,0.87431693989071,17,87,12,10
CEMADEN,260170601A,2025,Belo Jardim [15 BPM] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,283,252,251,251,245,0.775342465753425,0.69041095890411,0.687671232876712,0.687671232876712,0.671232876712329,30,83,12,7
CEMADEN,260170601C,2018,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,304,291,289,288,288,0.832876712328767,0.797260273972603,0.791780821917808,0.789041095890411,0.789041095890411,40,69,11,8
CEMADEN,260170601C,2019,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,339,204,194,180,172,0.928767123287671,0.558904109589041,0.531506849315069,0.493150684931507,0.471232876712329,71,45,12,4
CEMADEN,260170601C,2020,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,334,154,129,108,86,0.912568306010929,0.420765027322404,0.352459016393443,0.295081967213115,0.234972677595628,78,31,11,0
CEMADEN,260170601C,2022,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,5,1,0,0,0,0.0136986301369863,0.00273972602739726,0,0,0,365,0,1,0
CEMADEN,260170601C,2023,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,365,48,22,8,4,1,0.131506849315068,0.0602739726027397,0.0219178082191781,0.010958904109589,120,3,12,0
CEMADEN,260170601C,2024,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,230,8,5,3,0,0.628415300546448,0.0218579234972678,0.0136612021857924,0.00819672131147541,0,261,0,10,0
CEMADEN,260170601C,2025,BELO JARDIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,4,0,0,0,0,0.010958904109589,0,0,0,0,365,0,1,0
CEMADEN,260170602A,2025,G2-260170602A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,120,119,119,118,100,0.328767123287671,0.326027397260274,0.326027397260274,0.323287671232877,0.273972602739726,246,13,4,4
