fonte_dados,cod_estacao,nome_estacao,ano,mes,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,n_dias_acima_esperado,mes_80pct_dias_90
CEMADEN,260775201A,BOTAFOGO - APAC,2017,11,24,ALTA,FALSE,30,30,27,27,19,5,1,0.9,0.9,0.633333333333333,0.166666666666667,2,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2017,12,24,ALTA,FALSE,31,31,29,26,19,6,1,0.935483870967742,0.838709677419355,0.612903225806452,0.193548387096774,5,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,1,24,BAIXA,TRUE,31,31,30,28,20,14,1,0.967741935483871,0.903225806451613,0.645161290322581,0.451612903225806,6,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,2,24,BAIXA,TRUE,28,28,28,28,26,22,1,1,1,0.928571428571429,0.785714285714286,12,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,3,24,BAIXA,TRUE,31,31,31,31,30,29,1,1,1,0.967741935483871,0.935483870967742,12,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,4,24,BAIXA,TRUE,30,30,29,28,28,28,1,0.966666666666667,0.933333333333333,0.933333333333333,0.933333333333333,22,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,5,24,BAIXA,TRUE,31,31,29,29,29,28,1,0.935483870967742,0.935483870967742,0.935483870967742,0.903225806451613,20,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,19,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,7,24,BAIXA,TRUE,31,31,30,29,29,27,1,0.967741935483871,0.935483870967742,0.935483870967742,0.870967741935484,12,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,8,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,12,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,9,24,BAIXA,TRUE,30,30,29,29,29,26,1,0.966666666666667,0.966666666666667,0.966666666666667,0.866666666666667,13,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,10,24,BAIXA,TRUE,31,31,31,31,31,28,1,1,1,1,0.903225806451613,6,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,11,24,BAIXA,TRUE,30,30,30,30,29,21,1,1,1,0.966666666666667,0.7,9,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2018,12,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,8,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,1,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,11,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,2,24,BAIXA,TRUE,28,28,27,27,27,26,1,0.964285714285714,0.964285714285714,0.964285714285714,0.928571428571429,13,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,20,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,4,24,BAIXA,TRUE,30,30,30,30,30,27,1,1,1,1,0.9,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,17,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,6,24,BAIXA,TRUE,30,30,28,28,28,28,1,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,7,24,BAIXA,TRUE,31,30,25,24,23,23,0.967741935483871,0.806451612903226,0.774193548387097,0.741935483870968,0.741935483870968,16,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,8,24,BAIXA,TRUE,31,31,28,28,28,28,1,0.903225806451613,0.903225806451613,0.903225806451613,0.903225806451613,21,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,9,24,BAIXA,TRUE,30,30,30,30,30,27,1,1,1,1,0.9,17,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,10,24,BAIXA,TRUE,31,30,28,27,26,23,0.967741935483871,0.903225806451613,0.870967741935484,0.838709677419355,0.741935483870968,6,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,11,24,BAIXA,TRUE,30,22,17,17,16,9,0.733333333333333,0.566666666666667,0.566666666666667,0.533333333333333,0.3,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2019,12,24,BAIXA,TRUE,31,31,31,29,28,24,1,1,0.935483870967742,0.903225806451613,0.774193548387097,3,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,1,24,BAIXA,TRUE,31,31,30,30,29,19,1,0.967741935483871,0.967741935483871,0.935483870967742,0.612903225806452,2,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,2,24,BAIXA,TRUE,29,29,26,25,24,20,1,0.896551724137931,0.862068965517241,0.827586206896552,0.689655172413793,8,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,3,24,BAIXA,TRUE,31,25,24,24,23,16,0.806451612903226,0.774193548387097,0.774193548387097,0.741935483870968,0.516129032258065,7,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,5,24,BAIXA,TRUE,31,15,14,13,13,13,0.483870967741936,0.451612903225806,0.419354838709677,0.419354838709677,0.419354838709677,13,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,6,24,BAIXA,TRUE,30,23,22,22,22,20,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.666666666666667,16,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,7,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,22,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,8,24,BAIXA,TRUE,31,31,31,30,30,24,1,1,0.967741935483871,0.967741935483871,0.774193548387097,20,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,9,24,BAIXA,TRUE,30,30,29,28,24,17,1,0.966666666666667,0.933333333333333,0.8,0.566666666666667,10,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,10,24,BAIXA,TRUE,31,31,30,29,20,9,1,0.967741935483871,0.935483870967742,0.645161290322581,0.290322580645161,5,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,11,24,BAIXA,TRUE,30,30,29,28,26,17,1,0.966666666666667,0.933333333333333,0.866666666666667,0.566666666666667,4,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2020,12,24,BAIXA,TRUE,31,31,31,30,28,18,1,1,0.967741935483871,0.903225806451613,0.580645161290323,11,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,1,24,BAIXA,TRUE,31,7,6,6,6,4,0.225806451612903,0.193548387096774,0.193548387096774,0.193548387096774,0.129032258064516,1,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,2,24,BAIXA,TRUE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,6,24,BAIXA,TRUE,30,25,8,7,7,6,0.833333333333333,0.266666666666667,0.233333333333333,0.233333333333333,0.2,4,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,7,24,BAIXA,TRUE,31,30,23,23,23,20,0.967741935483871,0.741935483870968,0.741935483870968,0.741935483870968,0.645161290322581,17,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,8,24,BAIXA,TRUE,31,31,27,26,25,24,1,0.870967741935484,0.838709677419355,0.806451612903226,0.774193548387097,18,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,9,24,BAIXA,TRUE,30,30,30,30,29,24,1,1,1,0.966666666666667,0.8,10,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,10,24,BAIXA,TRUE,31,31,30,30,28,20,1,0.967741935483871,0.967741935483871,0.903225806451613,0.645161290322581,11,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,11,24,BAIXA,TRUE,30,30,30,30,29,19,1,1,1,0.966666666666667,0.633333333333333,7,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2021,12,24,BAIXA,TRUE,31,29,19,18,18,14,0.935483870967742,0.612903225806452,0.580645161290323,0.580645161290323,0.451612903225806,7,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,1,24,BAIXA,TRUE,31,31,30,28,22,17,1,0.967741935483871,0.903225806451613,0.709677419354839,0.548387096774194,13,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,2,24,BAIXA,TRUE,28,28,28,26,21,9,1,1,0.928571428571429,0.75,0.321428571428571,5,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,3,24,BAIXA,TRUE,31,31,30,30,26,19,1,0.967741935483871,0.967741935483871,0.838709677419355,0.612903225806452,15,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,4,24,BAIXA,TRUE,30,30,30,30,29,18,1,1,1,0.966666666666667,0.6,13,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,5,24,BAIXA,TRUE,31,31,31,31,29,22,1,1,1,0.935483870967742,0.709677419354839,19,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,6,24,BAIXA,TRUE,30,30,29,27,27,26,1,0.966666666666667,0.9,0.9,0.866666666666667,20,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,7,24,BAIXA,TRUE,31,30,27,27,27,25,0.967741935483871,0.870967741935484,0.870967741935484,0.870967741935484,0.806451612903226,17,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,8,24,BAIXA,TRUE,31,18,17,17,17,13,0.580645161290323,0.548387096774194,0.548387096774194,0.548387096774194,0.419354838709677,8,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,9,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,10,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,11,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2022,12,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,1,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,2,24,BAIXA,TRUE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,6,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,7,24,BAIXA,TRUE,31,29,28,27,24,24,0.935483870967742,0.903225806451613,0.870967741935484,0.774193548387097,0.774193548387097,16,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,8,24,BAIXA,TRUE,31,30,25,25,25,25,0.967741935483871,0.806451612903226,0.806451612903226,0.806451612903226,0.806451612903226,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,9,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,10,24,BAIXA,TRUE,31,31,26,26,26,19,1,0.838709677419355,0.838709677419355,0.838709677419355,0.612903225806452,6,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,11,24,BAIXA,TRUE,30,30,29,27,26,23,1,0.966666666666667,0.9,0.866666666666667,0.766666666666667,2,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2023,12,24,BAIXA,TRUE,31,31,31,31,31,27,1,1,1,1,0.870967741935484,11,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,1,24,BAIXA,TRUE,31,31,31,31,31,26,1,1,1,1,0.838709677419355,11,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,2,24,BAIXA,TRUE,29,29,25,24,24,22,1,0.862068965517241,0.827586206896552,0.827586206896552,0.758620689655172,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,3,24,BAIXA,TRUE,31,28,17,16,16,14,0.903225806451613,0.548387096774194,0.516129032258065,0.516129032258065,0.451612903225806,8,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,4,24,BAIXA,TRUE,30,30,26,26,24,21,1,0.866666666666667,0.866666666666667,0.8,0.7,13,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,5,24,BAIXA,TRUE,31,31,29,29,28,25,1,0.935483870967742,0.935483870967742,0.903225806451613,0.806451612903226,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,6,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,25,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,7,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,23,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,8,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,13,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,9,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,10,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,10,24,BAIXA,TRUE,31,31,31,31,31,28,1,1,1,1,0.903225806451613,3,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,11,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,2,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2024,12,24,BAIXA,TRUE,31,31,23,21,19,18,1,0.741935483870968,0.67741935483871,0.612903225806452,0.580645161290323,6,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,1,24,BAIXA,TRUE,31,31,25,25,24,24,1,0.806451612903226,0.806451612903226,0.774193548387097,0.774193548387097,12,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,2,24,BAIXA,TRUE,28,28,28,28,28,28,1,1,1,1,1,15,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,19,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,4,24,BAIXA,TRUE,30,30,29,29,29,29,1,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,17,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,5,24,BAIXA,TRUE,31,31,30,30,30,30,1,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,16,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,24,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,7,24,BAIXA,TRUE,31,31,29,29,29,27,1,0.935483870967742,0.935483870967742,0.935483870967742,0.870967741935484,21,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,8,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,22,TRUE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,9,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,10,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,11,24,BAIXA,TRUE,30,5,4,4,3,3,0.166666666666667,0.133333333333333,0.133333333333333,0.1,0.1,1,FALSE
CEMADEN,260775201A,BOTAFOGO - APAC,2025,12,24,BAIXA,TRUE,31,13,0,0,0,0,0.419354838709677,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,1,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,2,24,ALTA,FALSE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,3,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,4,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,5,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,6,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,7,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,8,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,9,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,10,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,11,24,ALTA,FALSE,30,17,16,14,10,5,0.566666666666667,0.533333333333333,0.466666666666667,0.333333333333333,0.166666666666667,2,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2017,12,24,ALTA,FALSE,31,31,30,30,30,18,1,0.967741935483871,0.967741935483871,0.967741935483871,0.580645161290323,6,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,1,24,BAIXA,TRUE,31,31,31,30,29,19,1,1,0.967741935483871,0.935483870967742,0.612903225806452,8,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,2,24,BAIXA,TRUE,28,28,28,28,28,25,1,1,1,1,0.892857142857143,12,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,3,24,BAIXA,TRUE,31,31,31,31,31,28,1,1,1,1,0.903225806451613,12,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,21,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,20,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,6,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,21,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,7,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,13,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,8,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,8,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,9,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,7,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,10,24,BAIXA,TRUE,31,31,30,30,30,29,1,0.967741935483871,0.967741935483871,0.967741935483871,0.935483870967742,0,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,11,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,1,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2018,12,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,7,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,1,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,8,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,2,24,BAIXA,TRUE,28,28,28,28,28,28,1,1,1,1,1,11,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,13,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,17,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,15,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,16,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,7,24,BAIXA,TRUE,31,30,24,24,23,23,0.967741935483871,0.774193548387097,0.774193548387097,0.741935483870968,0.741935483870968,14,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,8,24,BAIXA,TRUE,31,30,28,28,28,28,0.967741935483871,0.903225806451613,0.903225806451613,0.903225806451613,0.903225806451613,15,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,9,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,13,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,10,24,BAIXA,TRUE,31,30,27,26,26,25,0.967741935483871,0.870967741935484,0.838709677419355,0.838709677419355,0.806451612903226,4,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,11,24,BAIXA,TRUE,30,22,20,19,19,18,0.733333333333333,0.666666666666667,0.633333333333333,0.633333333333333,0.6,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2019,12,24,BAIXA,TRUE,31,26,25,24,24,22,0.838709677419355,0.806451612903226,0.774193548387097,0.774193548387097,0.709677419354839,2,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,1,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,1,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,2,24,BAIXA,TRUE,29,29,29,29,29,29,1,1,1,1,1,6,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,3,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,7,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,4,24,BAIXA,TRUE,30,30,30,30,30,27,1,1,1,1,0.9,14,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,18,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,19,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,7,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,16,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,8,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,14,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,9,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,11,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,10,24,BAIXA,TRUE,31,31,30,29,29,28,1,0.967741935483871,0.935483870967742,0.935483870967742,0.903225806451613,3,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,11,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,7,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2020,12,24,BAIXA,TRUE,31,31,31,30,30,28,1,1,0.967741935483871,0.967741935483871,0.903225806451613,8,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,1,24,BAIXA,TRUE,31,20,19,19,19,17,0.645161290322581,0.612903225806452,0.612903225806452,0.612903225806452,0.548387096774194,2,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,2,24,BAIXA,TRUE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,6,24,BAIXA,TRUE,30,24,24,23,23,22,0.8,0.8,0.766666666666667,0.766666666666667,0.733333333333333,11,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,7,24,BAIXA,TRUE,31,31,31,30,30,29,1,1,0.967741935483871,0.967741935483871,0.935483870967742,19,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,8,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,21,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,9,24,BAIXA,TRUE,30,30,30,30,29,26,1,1,1,0.966666666666667,0.866666666666667,8,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,10,24,BAIXA,TRUE,31,31,28,28,27,25,1,0.903225806451613,0.903225806451613,0.870967741935484,0.806451612903226,3,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,11,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,4,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2021,12,24,BAIXA,TRUE,31,31,31,31,30,28,1,1,1,0.967741935483871,0.903225806451613,14,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,1,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,15,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,2,24,BAIXA,TRUE,28,28,28,28,28,28,1,1,1,1,1,7,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,17,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,4,24,BAIXA,TRUE,30,30,28,27,27,27,1,0.933333333333333,0.9,0.9,0.9,14,TRUE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,5,24,BAIXA,TRUE,31,26,20,19,19,19,0.838709677419355,0.645161290322581,0.612903225806452,0.612903225806452,0.612903225806452,13,FALSE
CEMADEN,260780201A,ITAQUITINGA - APAC,2022,6,24,BAIXA,TRUE,30,13,11,11,11,11,0.433333333333333,0.366666666666667,0.366666666666667,0.366666666666667,0.366666666666667,10,FALSE
