"ano","cod_estacao","no_estacao","dh_arredondado","n_linhas_v1","n_linhas_elegiveis","n_valores_distintos_elegiveis","nu_concentracao_horaria","nu_concentracao_horaria_mediana","minimo_elegivel_hora","maximo_elegivel_hora","amplitude_elegivel_hora","tipo_hora","diferenca_media_mediana"
2022,"14","IFPE",2022-06-30 08:00:00,2,2,2,10.55,10.55,6.1,15,8.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-06-30 09:00:00,2,2,2,6.45,6.45,2.6,10.3,7.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-06-30 10:00:00,2,2,2,21.95,21.95,14.2,29.7,15.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-06-30 11:00:00,2,2,2,15.6,15.6,3.3,27.9,24.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-06-30 12:00:00,2,2,2,11.3,11.3,10.7,11.9,1.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 01:00:00,2,2,2,10.35,10.35,5.3,15.4,10.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 02:00:00,2,2,2,6.5,6.5,3.6,9.4,5.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 03:00:00,2,2,2,8.6,8.6,2.6,14.6,12,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 04:00:00,2,2,2,5.5,5.5,4.7,6.3,1.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 05:00:00,2,2,2,6.7,6.7,4.7,8.7,4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 06:00:00,2,2,2,16.7,16.7,6.7,26.7,20,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 07:00:00,2,2,2,9.9,9.9,4.7,15.1,10.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 08:00:00,2,2,2,17.1,17.1,7.6,26.6,19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 09:00:00,2,2,2,13.75,13.75,3.1,24.4,21.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-01 11:00:00,2,2,2,9.7,9.7,6.2,13.2,7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 02:00:00,2,2,2,15.25,15.25,10.5,20,9.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 03:00:00,2,2,2,17.75,17.75,8.6,26.9,18.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 04:00:00,2,2,2,18.75,18.75,13,24.5,11.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 05:00:00,2,2,2,16.25,16.25,0.9,31.6,30.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 06:00:00,2,2,2,19.65,19.65,5.6,33.7,28.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 07:00:00,2,2,2,20.6,20.6,7.4,33.8,26.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 08:00:00,2,2,2,25.05,25.05,15.7,34.4,18.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 09:00:00,2,2,2,21.3,21.3,12,30.6,18.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 10:00:00,2,2,2,16.5,16.5,7,26,19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 11:00:00,2,2,2,16.9,16.9,6.8,27,20.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-02 12:00:00,2,2,2,9.75,9.75,7.9,11.6,3.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 01:00:00,2,2,2,27.85,27.85,27.7,28,0.300000000000001,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 02:00:00,2,2,2,17.75,17.75,7.6,27.9,20.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 03:00:00,2,2,2,16.35,16.35,13.2,19.5,6.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 04:00:00,2,2,2,24.1,24.1,19.4,28.8,9.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 05:00:00,2,2,2,25.4,25.4,13.6,37.2,23.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 06:00:00,2,2,2,22.95,22.95,14.5,31.4,16.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 07:00:00,2,2,2,23.05,23.05,18.3,27.8,9.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 08:00:00,2,2,2,22.05,22.05,17.2,26.9,9.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 09:00:00,2,2,2,23.05,23.05,19.7,26.4,6.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 10:00:00,2,2,2,22.5,22.5,15.2,29.8,14.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 11:00:00,2,2,2,25.5,25.5,21.6,29.4,7.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-03 12:00:00,2,2,2,26.5,26.5,20.7,32.3,11.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 01:00:00,2,2,2,14.6,14.6,11,18.2,7.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 02:00:00,2,2,2,8.5,8.5,6.7,10.3,3.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 03:00:00,2,2,2,8.65,8.65,5.3,12,6.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 04:00:00,2,2,2,11.15,11.15,10.4,11.9,1.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 05:00:00,2,2,2,20.4,20.4,18.6,22.2,3.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 06:00:00,2,2,2,20.75,20.75,13.9,27.6,13.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 07:00:00,2,2,2,23.9,23.9,15.4,32.4,17,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 08:00:00,2,2,2,19.05,19.05,3.2,34.9,31.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 09:00:00,2,2,2,14.85,14.85,1,28.7,27.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 10:00:00,2,2,2,31.05,31.05,29.7,32.4,2.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-04 12:00:00,2,2,2,15.6,15.6,14.7,16.5,1.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 01:00:00,2,2,2,25.55,25.55,13.8,37.3,23.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 02:00:00,2,2,2,22.65,22.65,22.5,22.8,0.300000000000001,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 03:00:00,2,2,2,19.65,19.65,13,26.3,13.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 04:00:00,2,2,2,18.7,18.7,17.2,20.2,3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 05:00:00,2,2,2,19.85,19.85,14.3,25.4,11.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 06:00:00,2,2,2,9.2,9.2,8.6,9.8,1.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 07:00:00,2,2,2,11.1,11.1,9.7,12.5,2.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 08:00:00,2,2,2,11.65,11.65,4.8,18.5,13.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 09:00:00,2,2,2,10.1,10.1,1,19.2,18.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 10:00:00,2,2,2,17.2,17.2,15.6,18.8,3.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 11:00:00,2,2,2,19.5,19.5,13.1,25.9,12.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-05 12:00:00,2,2,2,21.75,21.75,16.5,27,10.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 01:00:00,2,2,2,19.5,19.5,16,23,7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 02:00:00,2,2,2,13.25,13.25,10,16.5,6.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 03:00:00,2,2,2,20.35,20.35,18.6,22.1,3.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 04:00:00,2,2,2,17.05,17.05,12.4,21.7,9.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 05:00:00,2,2,2,22.05,22.05,16.9,27.2,10.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 06:00:00,2,2,2,25.75,25.75,16.5,35,18.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 07:00:00,2,2,2,27,27,26.5,27.5,1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 08:00:00,2,2,2,17.65,17.65,9.1,26.2,17.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 09:00:00,2,2,2,15.3,15.3,10.6,20,9.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 10:00:00,2,2,2,26.65,26.65,23.6,29.7,6.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 11:00:00,2,2,2,24.65,24.65,16.2,33.1,16.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-06 12:00:00,2,2,2,18.85,18.85,11.3,26.4,15.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 01:00:00,2,2,2,16.5,16.5,2.4,30.6,28.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 02:00:00,2,2,2,15.9,15.9,9.6,22.2,12.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 03:00:00,2,2,2,22.7,22.7,21.7,23.7,2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 04:00:00,2,2,2,19.2,19.2,18.8,19.6,0.800000000000001,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 05:00:00,2,2,2,28.15,28.15,25.5,30.8,5.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 06:00:00,2,2,2,24.3,24.3,21.2,27.4,6.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 07:00:00,2,2,2,27.95,27.95,23.7,32.2,8.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 08:00:00,2,2,2,20.7,20.7,16.5,24.9,8.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 09:00:00,2,2,2,25.7,25.7,25.5,25.9,0.399999999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 10:00:00,2,2,2,11.1,11.1,4.4,17.8,13.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 11:00:00,2,2,2,28.65,28.65,20.1,37.2,17.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-07 12:00:00,2,2,2,19.35,19.35,17.2,21.5,4.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 01:00:00,2,2,2,16.95,16.95,16.1,17.8,1.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 02:00:00,2,2,2,22.05,22.05,17.5,26.6,9.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 03:00:00,2,2,2,22.45,22.45,18.2,26.7,8.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 04:00:00,2,2,2,18.7,18.7,16.6,20.8,4.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 05:00:00,2,2,2,14.95,14.95,10.9,19,8.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 06:00:00,2,2,2,22.25,22.25,19.4,25.1,5.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 07:00:00,2,2,2,18.65,18.65,15.6,21.7,6.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 08:00:00,2,2,2,17.1,17.1,15.7,18.5,2.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 09:00:00,2,2,2,28.65,28.65,20.8,36.5,15.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 11:00:00,2,2,2,21.15,21.15,16.5,25.8,9.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-08 12:00:00,2,2,2,21.1,21.1,19.5,22.7,3.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 02:00:00,2,2,2,9.9,9.9,2.9,16.9,14,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 03:00:00,2,2,2,14.15,14.15,12.6,15.7,3.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 04:00:00,2,2,2,16.95,16.95,12.3,21.6,9.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 05:00:00,2,2,2,21.05,21.05,17.6,24.5,6.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 06:00:00,2,2,2,12.3,12.3,6.8,17.8,11,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 07:00:00,2,2,2,19.5,19.5,16.8,22.2,5.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 08:00:00,2,2,2,4.25,4.25,2.7,5.8,3.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 09:00:00,2,2,2,26.05,26.05,12.4,39.7,27.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 10:00:00,2,2,2,15.1,15.1,13.1,17.1,4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 11:00:00,2,2,2,22.85,22.85,16.2,29.5,13.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-09 12:00:00,2,2,2,14.1,14.1,10.3,17.9,7.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 01:00:00,2,2,2,29.15,29.15,27.3,31,3.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 02:00:00,2,2,2,21.05,21.05,19.2,22.9,3.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 03:00:00,2,2,2,22.45,22.45,15.9,29,13.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 04:00:00,2,2,2,27.3,27.3,26.8,27.8,1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 05:00:00,2,2,2,24.8,24.8,20.9,28.7,7.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 06:00:00,2,2,2,30.05,30.05,23.8,36.3,12.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 07:00:00,2,2,2,27.2,27.2,22.3,32.1,9.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 08:00:00,2,2,2,20.65,20.65,11.8,29.5,17.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 09:00:00,2,2,2,23.65,23.65,17,30.3,13.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 10:00:00,2,2,2,13.9,13.9,11.9,15.9,4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 11:00:00,2,2,2,18.35,18.35,11.6,25.1,13.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-10 12:00:00,2,2,2,31.65,31.65,24.5,38.8,14.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 01:00:00,2,2,2,18.75,18.75,14.3,23.2,8.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 02:00:00,2,2,2,18.1,18.1,9.1,27.1,18,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 03:00:00,2,2,2,11.15,11.15,8.5,13.8,5.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 04:00:00,2,2,2,24.85,24.85,14.5,35.2,20.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 05:00:00,2,2,2,18.85,18.85,9.3,28.4,19.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 06:00:00,2,2,2,25.8,25.8,19.2,32.4,13.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 07:00:00,2,2,2,17.3,17.3,6.4,28.2,21.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 08:00:00,2,2,2,24.8,24.8,9.6,40,30.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 09:00:00,2,2,2,37.65,37.65,23.4,51.9,28.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 10:00:00,2,2,2,31.1,31.1,27.8,34.4,6.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 11:00:00,2,2,2,18.05,18.05,11.7,24.4,12.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-11 12:00:00,2,2,2,18.55,18.55,8.2,28.9,20.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 01:00:00,2,2,2,29.1,29.1,20,38.2,18.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 02:00:00,2,2,2,17.45,17.45,15.6,19.3,3.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 03:00:00,2,2,2,19.65,19.65,17.7,21.6,3.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 04:00:00,2,2,2,14.05,14.05,13.9,14.2,0.299999999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 05:00:00,2,2,2,17.65,17.65,12.9,22.4,9.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 06:00:00,2,2,2,28.65,28.65,22.3,35,12.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 07:00:00,2,2,2,25.85,25.85,22.9,28.8,5.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 08:00:00,2,2,2,38.15,38.15,12,64.3,52.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 09:00:00,2,2,2,36.7,36.7,26.5,46.9,20.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 10:00:00,2,2,2,31.25,31.25,26.2,36.3,10.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 11:00:00,2,2,2,12.25,12.25,10,14.5,4.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-12 12:00:00,2,2,2,20.8,20.8,17.7,23.9,6.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 01:00:00,2,2,2,14.7,14.7,5.4,24,18.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 02:00:00,2,2,2,14.3,14.3,8,20.6,12.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 03:00:00,2,2,2,11.5,11.5,9,14,5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 04:00:00,2,2,2,16,16,5.6,26.4,20.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 05:00:00,2,2,2,14.55,14.55,11.3,17.8,6.5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 06:00:00,2,2,2,25.85,25.85,10.4,41.3,30.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 07:00:00,2,2,2,33,33,16.3,49.7,33.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 08:00:00,2,2,2,29.4,29.4,10.8,48,37.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 09:00:00,2,2,2,31.55,31.55,15,48.1,33.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 10:00:00,2,2,2,19.3,19.3,9.5,29.1,19.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 11:00:00,2,2,2,13,13,6.6,19.4,12.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-13 12:00:00,2,2,2,16.85,16.85,8.2,25.5,17.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 01:00:00,2,2,2,15.4,15.4,13.2,17.6,4.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 02:00:00,2,2,2,19.55,19.55,16,23.1,7.1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 03:00:00,2,2,2,13.85,13.85,13.2,14.5,1.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 04:00:00,2,2,2,12.6,12.6,10.1,15.1,5,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 05:00:00,2,2,2,16.6,16.6,13.3,19.9,6.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 06:00:00,2,2,2,21.45,21.45,13.3,29.6,16.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 07:00:00,2,2,2,25.5,25.5,16.2,34.8,18.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 08:00:00,2,2,2,21,21,12.8,29.2,16.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 09:00:00,2,2,2,19.15,19.15,5.2,33.1,27.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 10:00:00,2,2,2,20.6,20.6,18.2,23,4.8,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-07-14 11:00:00,2,2,2,15.3,15.3,12.6,18,5.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
