estacao_historica,ano_alvo,data_local,cod_estacao,nome_estacao,municipios,distancia_km,precip_diaria_final_mm,n_registros_final,n_registros_00h_relocados,max_acumulado_intervalo_mm,n_obs_validas,maior_gap_dia_min,cobertura_60,cobertura_70,cobertura_90,dia_mp10_valido,media_mp10,tem_precipitacao_final,flag_borda_2025
IPOJUCA,2021,2021-07-17,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.17,29,0,1.18,29,60,TRUE,TRUE,TRUE,TRUE,8.10583333333333,TRUE,FALSE
IPOJUCA,2021,2021-07-18,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,10.4358333333333,TRUE,FALSE
IPOJUCA,2021,2021-07-19,260720804A,Rurópolis,IPOJUCA,7.14376732272583,4.35,30,0,0.98,30,70,FALSE,TRUE,TRUE,TRUE,9.61458333333333,TRUE,FALSE
IPOJUCA,2021,2021-07-20,260720804A,Rurópolis,IPOJUCA,7.14376732272583,4.33,31,0,1.57,31,60,TRUE,TRUE,TRUE,TRUE,13.0220833333333,TRUE,FALSE
IPOJUCA,2021,2021-07-21,260720804A,Rurópolis,IPOJUCA,7.14376732272583,17.12,39,0,2.95,39,60,TRUE,TRUE,TRUE,TRUE,11.5865217391304,TRUE,FALSE
IPOJUCA,2021,2021-07-22,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.38,26,0,0.59,26,60,TRUE,TRUE,TRUE,TRUE,15.1591666666667,TRUE,FALSE
IPOJUCA,2021,2021-07-23,260720804A,Rurópolis,IPOJUCA,7.14376732272583,11.81,41,0,3.54,41,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IPOJUCA,2021,2021-07-24,260720804A,Rurópolis,IPOJUCA,7.14376732272583,10.08,33,0,2.79,33,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IPOJUCA,2021,2021-07-25,260720804A,Rurópolis,IPOJUCA,7.14376732272583,12.98,38,0,2.95,38,70,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE
IPOJUCA,2021,2021-07-26,260720804A,Rurópolis,IPOJUCA,7.14376732272583,11.03,35,0,2.95,35,80,FALSE,FALSE,TRUE,TRUE,14.241,TRUE,FALSE
IPOJUCA,2021,2021-07-27,260720804A,Rurópolis,IPOJUCA,7.14376732272583,4.34,31,0,1.38,31,60,TRUE,TRUE,TRUE,TRUE,13.6120833333333,TRUE,FALSE
IPOJUCA,2021,2021-07-28,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.9058333333333,TRUE,FALSE
IPOJUCA,2021,2021-07-29,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.8204166666667,TRUE,FALSE
IPOJUCA,2021,2021-07-30,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.8590909090909,TRUE,FALSE
IPOJUCA,2021,2021-07-31,260720804A,Rurópolis,IPOJUCA,7.14376732272583,19.3,38,0,5.31,38,60,TRUE,TRUE,TRUE,TRUE,10.7204166666667,TRUE,FALSE
IPOJUCA,2021,2021-08-01,260720804A,Rurópolis,IPOJUCA,7.14376732272583,4.73,31,0,1.77,31,60,TRUE,TRUE,TRUE,TRUE,14.2225,TRUE,FALSE
IPOJUCA,2021,2021-08-02,260720804A,Rurópolis,IPOJUCA,7.14376732272583,13.8,46,0,2.16,46,60,TRUE,TRUE,TRUE,TRUE,7.53875,TRUE,FALSE
IPOJUCA,2021,2021-08-03,260720804A,Rurópolis,IPOJUCA,7.14376732272583,32.08,68,0,2.16,68,60,TRUE,TRUE,TRUE,TRUE,8.14818181818182,TRUE,FALSE
IPOJUCA,2021,2021-08-04,260720804A,Rurópolis,IPOJUCA,7.14376732272583,23.45,49,0,5.31,49,60,TRUE,TRUE,TRUE,TRUE,3.72157894736842,TRUE,FALSE
IPOJUCA,2021,2021-08-05,260720804A,Rurópolis,IPOJUCA,7.14376732272583,18.74,54,0,2.17,54,60,TRUE,TRUE,TRUE,TRUE,4.84916666666667,TRUE,FALSE
IPOJUCA,2021,2021-08-06,260720804A,Rurópolis,IPOJUCA,7.14376732272583,4.55,33,0,2.17,33,60,TRUE,TRUE,TRUE,TRUE,11.9704166666667,TRUE,FALSE
IPOJUCA,2021,2021-08-07,260720804A,Rurópolis,IPOJUCA,7.14376732272583,3.16,34,0,0.79,34,60,TRUE,TRUE,TRUE,TRUE,9.90125,TRUE,FALSE
IPOJUCA,2021,2021-08-08,260720804A,Rurópolis,IPOJUCA,7.14376732272583,3.53,27,0,1.57,27,70,FALSE,TRUE,TRUE,TRUE,15.3358333333333,TRUE,FALSE
IPOJUCA,2021,2021-08-09,260720804A,Rurópolis,IPOJUCA,7.14376732272583,83.18,103,1,3.55,102,70,FALSE,TRUE,TRUE,TRUE,3.6904347826087,TRUE,FALSE
IPOJUCA,2021,2021-08-10,260720804A,Rurópolis,IPOJUCA,7.14376732272583,27.35,62,0,2.36,63,60,TRUE,TRUE,TRUE,TRUE,6.00166666666667,TRUE,FALSE
IPOJUCA,2021,2021-08-11,260720804A,Rurópolis,IPOJUCA,7.14376732272583,35.26,79,0,2.95,79,60,TRUE,TRUE,TRUE,TRUE,7.36541666666667,TRUE,FALSE
IPOJUCA,2021,2021-08-12,260720804A,Rurópolis,IPOJUCA,7.14376732272583,13.79,46,0,1.57,46,60,TRUE,TRUE,TRUE,TRUE,7.07625,TRUE,FALSE
IPOJUCA,2021,2021-08-13,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.19,28,0,0.39,28,60,TRUE,TRUE,TRUE,TRUE,10.7459090909091,TRUE,FALSE
IPOJUCA,2021,2021-08-14,260720804A,Rurópolis,IPOJUCA,7.14376732272583,7.48,35,1,2.36,34,60,TRUE,TRUE,TRUE,TRUE,8.28083333333333,TRUE,FALSE
IPOJUCA,2021,2021-08-15,260720804A,Rurópolis,IPOJUCA,7.14376732272583,5.33,31,0,2.95,32,60,TRUE,TRUE,TRUE,TRUE,13.3936363636364,TRUE,FALSE
IPOJUCA,2021,2021-08-16,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.59,25,0,0.59,25,60,TRUE,TRUE,TRUE,TRUE,9.65458333333333,TRUE,FALSE
IPOJUCA,2021,2021-08-17,260720804A,Rurópolis,IPOJUCA,7.14376732272583,11.81,31,0,5.51,31,60,TRUE,TRUE,TRUE,TRUE,9.64875,TRUE,FALSE
IPOJUCA,2021,2021-08-18,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1,28,0,0.2,28,60,TRUE,TRUE,TRUE,TRUE,11.9004545454545,TRUE,FALSE
IPOJUCA,2021,2021-08-19,260720804A,Rurópolis,IPOJUCA,7.14376732272583,8.27,31,0,3.74,31,70,FALSE,TRUE,TRUE,TRUE,11.4120833333333,TRUE,FALSE
IPOJUCA,2021,2021-08-20,260720804A,Rurópolis,IPOJUCA,7.14376732272583,14.77,39,0,2.95,39,60,TRUE,TRUE,TRUE,TRUE,14.6420833333333,TRUE,FALSE
IPOJUCA,2021,2021-08-21,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.77,28,0,0.59,28,60,TRUE,TRUE,TRUE,TRUE,12.9220833333333,TRUE,FALSE
IPOJUCA,2021,2021-08-22,260720804A,Rurópolis,IPOJUCA,7.14376732272583,10.07,40,0,2.76,40,60,TRUE,TRUE,TRUE,TRUE,13.7613043478261,TRUE,FALSE
IPOJUCA,2021,2021-08-23,260720804A,Rurópolis,IPOJUCA,7.14376732272583,34.67,58,0,3.54,58,60,TRUE,TRUE,TRUE,TRUE,10.6008333333333,TRUE,FALSE
IPOJUCA,2021,2021-08-24,260720804A,Rurópolis,IPOJUCA,7.14376732272583,11.61,36,0,2.95,36,70,FALSE,TRUE,TRUE,TRUE,14.2629166666667,TRUE,FALSE
IPOJUCA,2021,2021-08-25,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.95,27,0,1.57,27,60,TRUE,TRUE,TRUE,TRUE,17.4358333333333,TRUE,FALSE
IPOJUCA,2021,2021-08-26,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,24,0,0.2,24,70,FALSE,TRUE,TRUE,TRUE,21.1960869565217,TRUE,FALSE
IPOJUCA,2021,2021-08-27,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.4,26,0,0.2,26,60,TRUE,TRUE,TRUE,TRUE,21.2370833333333,TRUE,FALSE
IPOJUCA,2021,2021-08-28,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.94,28,1,1.18,27,60,TRUE,TRUE,TRUE,TRUE,16.5545833333333,TRUE,FALSE
IPOJUCA,2021,2021-08-29,260720804A,Rurópolis,IPOJUCA,7.14376732272583,12.03,41,0,2.76,42,60,TRUE,TRUE,TRUE,TRUE,10.74,TRUE,FALSE
IPOJUCA,2021,2021-08-30,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,17.7329166666667,TRUE,FALSE
IPOJUCA,2021,2021-08-31,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.98,26,0,0.59,26,60,TRUE,TRUE,TRUE,TRUE,15.1729166666667,TRUE,FALSE
IPOJUCA,2021,2021-09-01,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1,28,0,0.2,28,60,TRUE,TRUE,TRUE,TRUE,15.5071428571429,TRUE,FALSE
IPOJUCA,2021,2021-09-02,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.56,25,0,2.36,25,60,TRUE,TRUE,TRUE,TRUE,10.8095833333333,TRUE,FALSE
IPOJUCA,2021,2021-09-03,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.05625,TRUE,FALSE
IPOJUCA,2021,2021-09-04,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.36,26,0,1.57,26,60,TRUE,TRUE,TRUE,TRUE,17.75625,TRUE,FALSE
IPOJUCA,2021,2021-09-05,260720804A,Rurópolis,IPOJUCA,7.14376732272583,3.35,30,0,1.18,30,60,TRUE,TRUE,TRUE,TRUE,18.92,TRUE,FALSE
IPOJUCA,2021,2021-09-06,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.8208333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-07,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.2566666666667,TRUE,FALSE
IPOJUCA,2021,2021-09-08,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.4,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,16.045652173913,TRUE,FALSE
IPOJUCA,2021,2021-09-09,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.59,26,0,0.39,26,60,TRUE,TRUE,TRUE,TRUE,9.36583333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-10,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,12.2175,TRUE,FALSE
IPOJUCA,2021,2021-09-11,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.7025,TRUE,FALSE
IPOJUCA,2021,2021-09-12,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,12.9125,TRUE,FALSE
IPOJUCA,2021,2021-09-13,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.7608333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-14,260720804A,Rurópolis,IPOJUCA,7.14376732272583,7.92,31,0,3.78,31,60,TRUE,TRUE,TRUE,TRUE,10.4029166666667,TRUE,FALSE
IPOJUCA,2021,2021-09-15,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.4,26,0,0.2,26,60,TRUE,TRUE,TRUE,TRUE,26.08625,TRUE,FALSE
IPOJUCA,2021,2021-09-16,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.2411111111111,TRUE,FALSE
IPOJUCA,2021,2021-09-17,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.79,27,0,0.39,27,60,TRUE,TRUE,TRUE,TRUE,17.9908333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-18,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.2295833333333,TRUE,FALSE
IPOJUCA,2021,2021-09-19,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.6108333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-20,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.9508695652174,TRUE,FALSE
IPOJUCA,2021,2021-09-21,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,19.1729166666667,TRUE,FALSE
IPOJUCA,2021,2021-09-22,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.0483333333333,TRUE,FALSE
IPOJUCA,2021,2021-09-23,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.98,26,0,0.59,26,60,TRUE,TRUE,TRUE,TRUE,21.8504166666667,TRUE,FALSE
IPOJUCA,2021,2021-09-24,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.77,26,0,0.98,26,60,TRUE,TRUE,TRUE,TRUE,14.2572727272727,TRUE,FALSE
IPOJUCA,2021,2021-09-25,260720804A,Rurópolis,IPOJUCA,7.14376732272583,6.5,29,0,1.78,29,60,TRUE,TRUE,TRUE,TRUE,12.8270833333333,TRUE,FALSE
IPOJUCA,2021,2021-09-26,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.1708695652174,TRUE,FALSE
IPOJUCA,2021,2021-09-27,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.1717391304348,TRUE,FALSE
IPOJUCA,2021,2021-09-28,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.4,26,0,0.2,26,60,TRUE,TRUE,TRUE,TRUE,26.5079166666667,TRUE,FALSE
IPOJUCA,2021,2021-09-29,260720804A,Rurópolis,IPOJUCA,7.14376732272583,17.13,49,0,3.54,49,60,TRUE,TRUE,TRUE,TRUE,21.1904347826087,TRUE,FALSE
IPOJUCA,2021,2021-09-30,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.99,30,0,0.39,30,80,FALSE,FALSE,TRUE,TRUE,12.1357142857143,TRUE,FALSE
IPOJUCA,2021,2021-10-01,260720804A,Rurópolis,IPOJUCA,7.14376732272583,5.52,31,1,2.36,30,60,TRUE,TRUE,TRUE,TRUE,11.2579166666667,TRUE,FALSE
IPOJUCA,2021,2021-10-02,260720804A,Rurópolis,IPOJUCA,7.14376732272583,9.85,35,0,2.75,36,60,TRUE,TRUE,TRUE,TRUE,15.0395833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-03,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,14.7570833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-04,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,23.2729166666667,TRUE,FALSE
IPOJUCA,2021,2021-10-05,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.76,27,0,1.77,27,120,FALSE,FALSE,FALSE,TRUE,17.1758333333333,TRUE,FALSE
IPOJUCA,2021,2021-10-06,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,19,0,0,19,180,FALSE,FALSE,FALSE,TRUE,23.5175,TRUE,FALSE
IPOJUCA,2021,2021-10-07,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.99,25,0,0.79,25,120,FALSE,FALSE,FALSE,TRUE,18.945,TRUE,FALSE
IPOJUCA,2021,2021-10-08,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,21,0,0,21,180,FALSE,FALSE,FALSE,TRUE,23.3986956521739,TRUE,FALSE
IPOJUCA,2021,2021-10-09,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.0045833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-10,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,22,0,0,22,120,FALSE,FALSE,FALSE,TRUE,17.6866666666667,TRUE,FALSE
IPOJUCA,2021,2021-10-11,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.41,TRUE,FALSE
IPOJUCA,2021,2021-10-12,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,24.1904166666667,TRUE,FALSE
IPOJUCA,2021,2021-10-13,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,20,0,0,20,180,FALSE,FALSE,FALSE,TRUE,23.6679166666667,TRUE,FALSE
IPOJUCA,2021,2021-10-14,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.99,23,0,0.59,23,120,FALSE,FALSE,FALSE,TRUE,22.0370833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-15,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,120,FALSE,FALSE,FALSE,TRUE,21.9125,TRUE,FALSE
IPOJUCA,2021,2021-10-16,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.57,30,0,0.59,30,120,FALSE,FALSE,FALSE,TRUE,17.81125,TRUE,FALSE
IPOJUCA,2021,2021-10-17,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,23,0,0.2,23,120,FALSE,FALSE,FALSE,TRUE,12.7027272727273,TRUE,FALSE
IPOJUCA,2021,2021-10-18,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,17,0,0,17,420,FALSE,FALSE,FALSE,TRUE,23.4882608695652,TRUE,FALSE
IPOJUCA,2021,2021-10-19,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,20.5375,TRUE,FALSE
IPOJUCA,2021,2021-10-20,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,22,0,0,22,120,FALSE,FALSE,FALSE,TRUE,19.1441666666667,TRUE,FALSE
IPOJUCA,2021,2021-10-21,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,22,0,0.2,22,120,FALSE,FALSE,FALSE,TRUE,18.75375,TRUE,FALSE
IPOJUCA,2021,2021-10-22,260720804A,Rurópolis,IPOJUCA,7.14376732272583,3.95,27,0,2.56,27,120,FALSE,FALSE,FALSE,TRUE,15.7866666666667,TRUE,FALSE
IPOJUCA,2021,2021-10-23,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,22,0,0,22,120,FALSE,FALSE,FALSE,TRUE,13.6321739130435,TRUE,FALSE
IPOJUCA,2021,2021-10-24,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,17.0345833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-25,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,21,0,0,21,180,FALSE,FALSE,FALSE,TRUE,26.24625,TRUE,FALSE
IPOJUCA,2021,2021-10-26,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.99,28,0,0.39,28,60,TRUE,TRUE,TRUE,TRUE,28.0345833333333,TRUE,FALSE
IPOJUCA,2021,2021-10-27,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,20.0983333333333,TRUE,FALSE
IPOJUCA,2021,2021-10-28,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,20,0,0,20,140,FALSE,FALSE,FALSE,TRUE,15.62,TRUE,FALSE
IPOJUCA,2021,2021-10-29,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,120,FALSE,FALSE,FALSE,TRUE,14.8779166666667,TRUE,FALSE
IPOJUCA,2021,2021-10-30,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,15.0791666666667,TRUE,FALSE
IPOJUCA,2021,2021-10-31,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.59,27,0,0.79,27,120,FALSE,FALSE,FALSE,TRUE,16.3320833333333,TRUE,FALSE
IPOJUCA,2021,2021-11-01,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,15.1304166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-02,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.2865217391304,TRUE,FALSE
IPOJUCA,2021,2021-11-03,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,22,0,0,22,120,FALSE,FALSE,FALSE,TRUE,20.8504166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-04,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,19.38375,TRUE,FALSE
IPOJUCA,2021,2021-11-05,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,14.3270833333333,TRUE,FALSE
IPOJUCA,2021,2021-11-06,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.4329166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-07,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,15.6816666666667,TRUE,FALSE
IPOJUCA,2021,2021-11-08,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,24.7483333333333,TRUE,FALSE
IPOJUCA,2021,2021-11-09,260720804A,Rurópolis,IPOJUCA,7.14376732272583,3.78,26,0,2.36,26,60,TRUE,TRUE,TRUE,TRUE,30.31125,TRUE,FALSE
IPOJUCA,2021,2021-11-10,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.18,27,0,0.59,27,60,TRUE,TRUE,TRUE,TRUE,18.7236363636364,TRUE,FALSE
IPOJUCA,2021,2021-11-11,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.59,25,0,0.39,25,60,TRUE,TRUE,TRUE,TRUE,20.2325,TRUE,FALSE
IPOJUCA,2021,2021-11-12,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,14.50625,TRUE,FALSE
IPOJUCA,2021,2021-11-13,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,14.4795833333333,TRUE,FALSE
IPOJUCA,2021,2021-11-14,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.6495454545455,TRUE,FALSE
IPOJUCA,2021,2021-11-15,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,17.0883333333333,TRUE,FALSE
IPOJUCA,2021,2021-11-16,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.3908333333333,TRUE,FALSE
IPOJUCA,2021,2021-11-17,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,14.4790476190476,TRUE,FALSE
IPOJUCA,2021,2021-11-18,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,17.1429166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-19,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.3804166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-20,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,14.0308333333333,TRUE,FALSE
IPOJUCA,2021,2021-11-21,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.0695833333333,TRUE,FALSE
IPOJUCA,2021,2021-11-22,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.4595833333333,TRUE,FALSE
IPOJUCA,2021,2021-11-23,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.5304166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-24,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,28.9841666666667,TRUE,FALSE
IPOJUCA,2021,2021-11-25,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.9360869565217,TRUE,FALSE
IPOJUCA,2021,2021-11-26,260720804A,Rurópolis,IPOJUCA,7.14376732272583,2.17,30,0,0.59,30,60,TRUE,TRUE,TRUE,TRUE,28.8226086956522,TRUE,FALSE
IPOJUCA,2021,2021-11-27,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.5529166666667,TRUE,FALSE
IPOJUCA,2021,2021-11-28,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,17.5290909090909,TRUE,FALSE
IPOJUCA,2021,2021-11-29,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,22.5752173913043,TRUE,FALSE
IPOJUCA,2021,2021-11-30,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,22.5333333333333,TRUE,FALSE
IPOJUCA,2021,2021-12-01,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,21.3320833333333,TRUE,FALSE
IPOJUCA,2021,2021-12-02,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,26.0195833333333,TRUE,FALSE
IPOJUCA,2021,2021-12-03,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.1408333333333,TRUE,FALSE
IPOJUCA,2021,2021-12-04,260720804A,Rurópolis,IPOJUCA,7.14376732272583,1.98,29,0,0.59,29,60,TRUE,TRUE,TRUE,TRUE,22.1508695652174,TRUE,FALSE
IPOJUCA,2021,2021-12-05,260720804A,Rurópolis,IPOJUCA,7.14376732272583,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,13.7604545454545,TRUE,FALSE
